InstrumentName, Columbian Elem (CS23)
StartTime, 2021-11-01 00:00:00
EndTime, 2021-11-30 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,PM2_5_P,Sig,Temp,Time,Uncertainty,datetime,source_device
11/01/2021 00:31:05,0.0,0.0,0.0,48.92,,,9.37,6.57,5.17,4.03,8.62,6.57,8.009,-73.0,45.43,,-1.0,,
11/01/2021 00:32:04,0.0,0.0,0.0,48.97,,,8.3,6.03,4.88,4.12,7.15,6.03,7.101,-75.0,45.45,,-1.0,,
11/01/2021 00:33:05,0.0,0.0,0.0,48.91,,,9.42,5.8,4.45,3.83,7.13,5.8,7.089,-75.0,45.45,,-1.0,,
11/01/2021 00:34:04,0.0,0.0,0.0,49.01,,,7.8,5.98,4.75,3.53,7.3,5.98,7.194,-73.0,45.46,,-1.0,,
11/01/2021 00:35:05,0.0,0.0,0.0,48.99,,,9.53,6.3,4.52,4.02,7.78,6.1,7.49,-73.0,45.46,,-1.0,,
11/01/2021 00:36:04,0.0,0.0,0.0,48.97,,,9.55,5.87,4.73,3.87,6.85,5.72,6.917,-73.0,45.48,,-1.0,,
11/01/2021 00:37:05,0.0,0.0,0.0,48.97,,,9.4,5.75,4.27,3.87,7.05,5.38,7.04,-73.0,45.48,,-1.0,,
11/01/2021 00:38:06,0.0,0.0,0.0,48.92,,,10.63,6.77,5.08,4.5,7.73,6.67,7.46,-73.0,45.5,,-1.0,,
11/01/2021 00:39:05,0.0,0.0,0.0,48.94,,,10.53,7.18,5.47,3.68,10.53,6.47,9.189,-73.0,45.5,,-1.0,,
11/01/2021 00:40:05,0.0,0.0,0.0,48.96,,,12.98,6.93,5.2,4.43,12.07,6.93,10.14,-73.0,45.52,,-1.0,,
11/01/2021 00:41:05,0.0,0.0,0.0,48.94,,,11.07,7.45,5.77,4.75,10.03,7.37,8.88,-73.0,45.5,,-1.0,,
11/01/2021 00:42:04,0.0,0.0,0.0,48.96,,,10.02,6.52,4.5,4.1,8.27,5.85,7.793,-73.0,45.48,,-1.0,,
11/01/2021 00:43:04,0.0,0.0,0.0,48.98,,,10.93,5.67,4.48,3.53,9.42,5.67,8.503,-73.0,45.5,,-1.0,,
11/01/2021 00:44:06,0.0,0.0,0.0,49.06,,,9.48,6.97,5.47,3.88,7.72,6.75,7.453,-73.0,45.48,,-1.0,,
11/01/2021 00:45:05,0.0,0.0,0.0,49.07,,,8.55,6.8,5.23,4.33,7.77,6.47,7.484,-73.0,45.48,,-1.0,,
11/01/2021 00:46:06,0.0,0.0,0.0,49.09,,,9.35,6.67,5.4,4.4,7.78,6.38,7.49,-73.0,45.48,,-1.0,,
11/01/2021 00:47:04,0.0,0.0,0.0,49.18,,,9.78,6.38,5.35,4.32,8.0,6.25,7.626,-73.0,45.48,,-1.0,,
11/01/2021 00:48:05,0.0,0.0,0.0,49.13,,,10.3,6.55,4.83,4.43,8.83,6.55,8.139,-73.0,45.5,,-1.0,,
11/01/2021 00:49:04,0.0,0.0,0.0,49.07,,,11.43,6.98,5.28,4.62,9.32,6.98,8.441,-73.0,45.5,,-1.0,,
11/01/2021 00:50:03,0.0,0.0,0.0,49.0,,,10.77,7.03,5.97,4.15,9.1,7.03,8.306,-73.0,45.54,,-1.0,,
11/01/2021 00:51:04,0.0,0.0,0.0,48.96,,,10.4,8.25,5.0,5.27,8.52,7.88,7.948,-73.0,45.54,,-1.0,,
11/01/2021 00:52:05,0.0,0.0,0.0,48.92,,,10.23,7.62,5.37,4.6,9.32,7.18,8.442,-73.0,45.54,,-1.0,,
11/01/2021 00:53:04,0.0,0.0,0.0,48.95,,,11.35,6.87,4.85,4.28,9.4,6.47,8.491,-73.0,45.52,,-1.0,,
11/01/2021 00:54:06,0.0,0.0,0.0,48.87,,,8.33,7.28,5.12,5.25,8.17,7.12,7.732,-73.0,45.54,,-1.0,,
11/01/2021 00:55:05,0.0,0.0,0.0,48.84,,,7.87,7.45,5.13,4.18,7.87,7.1,7.547,-73.0,45.54,,-1.0,,
11/01/2021 00:56:04,0.0,0.0,0.0,48.87,,,10.8,7.02,5.43,4.47,9.02,6.67,8.257,-73.0,45.54,,-1.0,,
11/01/2021 00:57:04,0.0,0.0,0.0,48.83,,,9.53,7.75,5.33,4.97,8.65,7.58,8.029,-73.0,45.54,,-1.0,,
11/01/2021 00:58:04,0.0,0.0,0.0,48.8,,,9.5,8.68,5.18,5.35,8.07,8.58,7.671,-73.0,45.54,,-1.0,,
11/01/2021 00:59:04,0.0,0.0,0.0,48.79,,,9.3,7.95,5.38,4.82,8.9,7.87,8.183,-73.0,45.54,,-1.0,,
11/01/2021 01:00:28,0.0,0.0,0.0,48.75,,,10.45,8.08,5.22,4.38,9.53,7.27,8.572,-73.0,45.54,,-1.0,,
11/01/2021 01:01:03,0.0,0.0,0.0,48.73,,,9.6,7.8,4.87,5.17,8.68,7.47,8.048,-73.0,45.57,,-1.0,,
11/01/2021 01:02:05,0.0,0.0,0.0,48.5,,,9.95,8.37,5.45,5.4,9.12,8.02,8.322,-73.0,45.7,,-1.0,,
11/01/2021 01:03:06,0.0,0.0,0.0,48.33,,,8.87,7.0,4.82,4.72,8.63,7.0,8.021,-73.0,45.75,,-1.0,,
11/01/2021 01:04:03,0.0,0.0,0.0,48.23,,,12.68,7.75,5.87,5.02,10.8,7.27,9.361,-75.0,45.77,,-1.0,,
11/01/2021 01:05:04,0.0,0.0,0.0,48.24,,,10.12,7.78,6.08,4.63,9.98,7.33,8.854,-73.0,45.75,,-1.0,,
11/01/2021 01:06:04,0.0,0.0,0.0,48.34,,,9.92,8.38,4.82,5.27,8.57,8.12,7.983,-73.0,45.73,,-1.0,,
11/01/2021 01:07:03,0.0,0.0,0.0,48.3,,,11.23,7.73,5.02,4.75,10.52,7.28,9.187,-73.0,45.7,,-1.0,,
11/01/2021 01:08:04,0.0,0.0,0.0,48.34,,,9.67,7.17,4.55,4.5,8.73,7.05,8.081,-75.0,45.64,,-1.0,,
11/01/2021 01:09:05,0.0,0.0,0.0,48.39,,,9.75,7.48,5.03,5.05,9.0,7.22,8.247,-75.0,45.61,,-1.0,,
11/01/2021 01:10:04,0.0,0.0,0.0,48.38,,,9.7,6.97,4.52,4.48,9.12,6.33,8.321,-75.0,45.57,,-1.0,,
11/01/2021 01:11:04,0.0,0.0,0.0,48.37,,,9.92,7.23,5.37,4.72,9.92,6.75,8.815,-73.0,45.55,,-1.0,,
11/01/2021 01:12:06,0.0,0.0,0.0,48.4,,,7.73,6.07,4.68,4.12,7.67,5.9,7.425,-73.0,45.52,,-1.0,,
11/01/2021 01:13:05,0.0,0.0,0.0,48.41,,,8.3,6.67,4.95,3.67,7.9,6.38,7.567,-73.0,45.5,,-1.0,,
11/01/2021 01:14:04,0.0,0.0,0.0,48.47,,,10.05,6.45,5.35,4.4,8.73,6.35,8.079,-73.0,45.48,,-1.0,,
11/01/2021 01:15:04,0.0,0.0,0.0,48.52,,,9.68,7.25,5.0,4.85,9.0,6.82,8.245,-73.0,45.48,,-1.0,,
11/01/2021 01:16:04,0.0,0.0,0.0,48.52,,,9.93,7.6,5.62,4.73,8.55,7.23,7.968,-73.0,45.48,,-1.0,,
11/01/2021 01:17:05,0.0,0.0,0.0,48.52,,,10.88,6.57,5.3,4.4,9.82,6.3,8.751,-73.0,45.46,,-1.0,,
11/01/2021 01:18:05,0.0,0.0,0.0,48.56,,,10.0,6.03,5.18,3.8,9.1,6.03,8.307,-73.0,45.45,,-1.0,,
11/01/2021 01:19:05,0.0,0.0,0.0,48.6,,,10.17,7.03,5.15,4.6,9.32,6.72,8.442,-73.0,45.45,,-1.0,,
11/01/2021 01:20:03,0.0,0.0,0.0,48.58,,,7.5,6.42,4.83,4.0,7.32,6.05,7.208,-73.0,45.45,,-1.0,,
11/01/2021 01:21:04,0.0,0.0,0.0,48.71,,,9.15,8.92,5.37,5.1,8.52,8.35,7.948,-73.0,45.45,,-1.0,,
11/01/2021 01:22:05,0.0,0.0,0.0,48.63,,,12.92,8.1,5.6,5.0,10.82,8.05,9.368,-73.0,45.45,,-1.0,,
11/01/2021 01:23:04,0.0,0.0,0.0,48.69,,,10.07,7.38,5.78,4.48,9.4,7.1,8.491,-73.0,45.45,,-1.0,,
11/01/2021 01:24:05,0.0,0.0,0.0,48.68,,,10.68,7.28,6.18,4.77,10.68,7.2,9.282,-73.0,45.45,,-1.0,,
11/01/2021 01:25:05,0.0,0.0,0.0,48.74,,,9.78,7.53,5.47,5.17,9.78,7.53,8.726,-73.0,45.45,,-1.0,,
11/01/2021 01:26:04,0.0,0.0,0.0,48.73,,,12.1,8.85,4.92,4.83,11.13,8.1,9.559,-73.0,45.45,,-1.0,,
11/01/2021 01:27:03,0.0,0.0,0.0,48.7,,,10.33,7.48,5.17,5.15,9.0,7.13,8.244,-73.0,45.45,,-1.0,,
11/01/2021 01:28:04,0.0,0.0,0.0,48.62,,,9.15,7.53,5.48,5.33,8.03,7.25,7.646,-73.0,45.46,,-1.0,,
11/01/2021 01:29:04,0.0,0.0,0.0,48.64,,,8.3,6.8,5.37,4.7,8.15,6.53,7.72,-73.0,45.46,,-1.0,,
11/01/2021 01:30:04,0.0,0.0,0.0,48.64,,,8.68,8.13,5.23,4.83,7.52,7.45,7.331,-73.0,45.45,,-1.0,,
11/01/2021 01:31:04,0.0,0.0,0.0,48.57,,,9.97,6.93,5.58,4.77,9.25,6.75,8.399,-73.0,45.45,,-1.0,,
11/01/2021 01:32:04,0.0,0.0,0.0,48.49,,,8.72,8.07,4.73,5.22,7.67,7.98,7.424,-75.0,45.43,,-1.0,,
11/01/2021 01:33:06,0.0,0.0,0.0,48.47,,,9.8,7.72,5.28,4.63,9.37,7.42,8.474,-75.0,45.45,,-1.0,,
11/01/2021 01:34:05,0.0,0.0,0.0,48.46,,,8.02,6.5,5.18,4.07,8.02,6.5,7.64,-75.0,45.45,,-1.0,,
11/01/2021 01:35:05,0.0,0.0,0.0,48.51,,,9.55,6.95,5.2,4.83,8.13,6.95,7.708,-75.0,45.43,,-1.0,,
11/01/2021 01:36:04,0.0,0.0,0.0,48.48,,,8.93,7.63,5.23,4.37,8.32,6.87,7.825,-75.0,45.43,,-1.0,,
11/01/2021 01:37:04,0.0,0.0,0.0,48.53,,,10.33,6.9,5.33,4.48,9.52,6.75,8.566,-75.0,45.43,,-1.0,,
11/01/2021 01:38:04,0.0,0.0,0.0,48.62,,,12.0,7.3,5.95,4.9,11.35,6.9,9.695,-73.0,45.41,,-1.0,,
11/01/2021 01:39:04,0.0,0.0,0.0,48.57,,,10.18,8.22,4.95,5.22,8.93,7.95,8.201,-73.0,45.41,,-1.0,,
11/01/2021 01:40:05,0.0,0.0,0.0,48.59,,,9.48,8.02,5.28,4.82,9.27,7.78,8.411,-73.0,45.39,,-1.0,,
11/01/2021 01:41:05,0.0,0.0,0.0,48.57,,,10.48,6.82,5.25,4.32,8.73,6.43,8.077,-73.0,45.39,,-1.0,,
11/01/2021 01:42:05,0.0,0.0,0.0,48.55,,,9.53,6.83,5.0,4.2,8.1,6.32,7.689,-73.0,45.41,,-1.0,,
11/01/2021 01:43:05,0.0,0.0,0.0,48.53,,,12.23,5.25,4.48,4.08,9.3,5.22,8.43,-73.0,45.39,,-1.0,,
11/01/2021 01:44:04,0.0,0.0,0.0,48.57,,,7.97,6.75,4.48,4.32,7.18,6.75,7.121,-73.0,45.39,,-1.0,,
11/01/2021 01:45:04,0.0,0.0,0.0,48.66,,,10.37,8.65,5.03,5.6,9.82,7.93,8.75,-73.0,45.41,,-1.0,,
11/01/2021 01:46:04,0.0,0.0,0.0,48.66,,,9.23,9.03,4.77,4.82,7.87,8.58,7.546,-73.0,45.41,,-1.0,,
11/01/2021 01:47:05,0.0,0.0,0.0,48.71,,,9.22,8.63,5.67,5.1,8.35,7.6,7.843,-73.0,45.43,,-1.0,,
11/01/2021 01:48:04,0.0,0.0,0.0,48.69,,,9.75,6.58,5.33,4.63,9.28,6.3,8.417,-73.0,45.43,,-1.0,,
11/01/2021 01:49:06,0.0,0.0,0.0,48.68,,,11.3,8.08,4.98,4.8,9.93,6.7,8.818,-73.0,45.43,,-1.0,,
11/01/2021 01:50:04,0.0,0.0,0.0,48.69,,,9.87,6.3,5.35,3.88,8.18,6.17,7.738,-73.0,45.45,,-1.0,,
11/01/2021 01:51:04,0.0,0.0,0.0,48.65,,,10.27,6.03,5.0,4.1,8.63,6.03,8.016,-73.0,45.46,,-1.0,,
11/01/2021 01:52:04,0.0,0.0,0.0,48.62,,,10.67,5.73,5.58,3.57,8.8,5.73,8.121,-73.0,45.46,,-1.0,,
11/01/2021 01:53:05,0.0,0.0,0.0,48.64,,,8.85,6.88,5.02,5.0,8.28,6.88,7.8,-73.0,45.46,,-1.0,,
11/01/2021 01:54:05,0.0,0.0,0.0,48.68,,,13.32,7.33,6.43,5.07,10.37,7.33,9.09,-73.0,45.46,,-1.0,,
11/01/2021 01:55:03,0.0,0.0,0.0,48.65,,,11.8,9.07,6.18,5.83,11.22,8.8,9.615,-75.0,45.46,,-1.0,,
11/01/2021 01:56:04,0.0,0.0,0.0,48.6,,,11.08,7.47,6.15,5.35,10.2,7.28,8.986,-75.0,45.48,,-1.0,,
11/01/2021 01:57:04,0.0,0.0,0.0,48.6,,,11.47,9.2,5.18,5.75,8.67,9.17,8.041,-75.0,45.46,,-1.0,,
11/01/2021 01:58:04,0.0,0.0,0.0,48.64,,,10.42,7.47,5.4,4.88,9.7,7.2,8.677,-75.0,45.46,,-1.0,,
11/01/2021 01:59:05,0.0,0.0,0.0,48.64,,,13.62,7.07,6.33,4.28,11.97,7.02,10.078,-75.0,45.46,,-1.0,,
11/01/2021 02:00:28,0.0,0.0,0.0,48.65,,,11.0,7.75,5.77,5.17,10.43,7.57,9.128,-75.0,45.46,,-1.0,,
11/01/2021 02:01:04,0.0,0.0,0.0,48.6,,,10.67,8.7,6.05,5.25,9.8,8.05,8.739,-75.0,45.5,,-1.0,,
11/01/2021 02:02:04,0.0,0.0,0.0,48.4,,,10.45,7.18,5.45,5.25,8.25,7.12,7.784,-75.0,45.63,,-1.0,,
11/01/2021 02:03:05,0.0,0.0,0.0,48.24,,,12.57,6.37,5.53,5.05,9.55,6.37,8.588,-75.0,45.68,,-1.0,,
11/01/2021 02:04:04,0.0,0.0,0.0,48.22,,,9.6,8.35,4.77,5.05,8.48,8.1,7.928,-75.0,45.68,,-1.0,,
11/01/2021 02:05:03,0.0,0.0,0.0,48.25,,,9.72,8.1,5.4,4.78,9.57,7.2,8.6,-73.0,45.66,,-1.0,,
11/01/2021 02:06:04,0.0,0.0,0.0,48.34,,,10.5,7.1,6.35,4.88,10.38,6.87,9.1,-73.0,45.64,,-1.0,,
11/01/2021 02:07:03,0.0,0.0,0.0,48.26,,,12.17,8.33,6.07,5.75,10.23,8.25,9.008,-73.0,45.68,,-1.0,,
11/01/2021 02:08:04,0.0,0.0,0.0,48.16,,,10.48,7.82,5.58,5.2,9.92,7.53,8.817,-73.0,45.68,,-1.0,,
11/01/2021 02:09:04,0.0,0.0,0.0,48.19,,,9.73,8.5,5.37,5.87,9.0,8.07,8.248,-73.0,45.66,,-1.0,,
11/01/2021 02:10:03,0.0,0.0,0.0,48.25,,,10.32,8.1,6.03,4.45,10.03,7.72,8.884,-73.0,45.63,,-1.0,,
11/01/2021 02:11:03,0.0,0.0,0.0,48.28,,,11.4,6.58,5.32,4.4,11.03,6.35,9.501,-73.0,45.61,,-1.0,,
11/01/2021 02:12:05,0.0,0.0,0.0,48.26,,,11.35,6.08,4.9,3.83,10.25,6.08,9.019,-73.0,45.55,,-1.0,,
11/01/2021 02:13:05,0.0,0.0,0.0,48.3,,,8.8,6.5,4.65,3.97,8.15,6.08,7.722,-73.0,45.55,,-1.0,,
11/01/2021 02:14:04,0.0,0.0,0.0,48.44,,,10.67,6.63,4.47,4.02,9.25,6.55,8.4,-73.0,45.5,,-1.0,,
11/01/2021 02:15:05,0.0,0.0,0.0,48.47,,,10.12,9.13,4.57,5.25,9.08,8.63,8.295,-73.0,45.52,,-1.0,,
11/01/2021 02:16:05,0.0,0.0,0.0,48.47,,,9.47,5.97,6.13,3.98,8.87,5.92,8.165,-73.0,45.48,,-1.0,,
11/01/2021 02:17:03,0.0,0.0,0.0,48.56,,,9.8,6.98,5.22,4.63,9.07,6.72,8.288,-73.0,45.46,,-1.0,,
11/01/2021 02:18:04,0.0,0.0,0.0,48.56,,,11.42,8.37,5.53,4.42,9.52,7.13,8.566,-73.0,45.45,,-1.0,,
11/01/2021 02:19:05,0.0,0.0,0.0,48.62,,,8.48,7.35,4.87,5.15,8.08,7.17,7.676,-73.0,45.43,,-1.0,,
11/01/2021 02:20:06,0.0,0.0,0.0,48.7,,,9.28,7.53,4.92,4.88,9.28,7.08,8.417,-73.0,45.43,,-1.0,,
11/01/2021 02:21:04,0.0,0.0,0.0,48.67,,,10.58,8.62,5.32,5.05,10.13,8.15,8.941,-73.0,45.39,,-1.0,,
11/01/2021 02:22:04,0.0,0.0,0.0,48.68,,,10.2,6.77,5.53,4.35,9.33,6.58,8.448,-73.0,45.39,,-1.0,,
11/01/2021 02:23:04,0.0,0.0,0.0,48.73,,,10.28,6.82,5.42,4.55,9.77,6.52,8.719,-73.0,45.37,,-1.0,,
11/01/2021 02:24:05,0.0,0.0,0.0,48.76,,,12.17,6.68,5.5,4.45,10.6,6.55,9.231,-73.0,45.37,,-1.0,,
11/01/2021 02:25:04,0.0,0.0,0.0,48.76,,,9.55,7.67,5.23,4.82,8.53,7.35,7.953,-73.0,45.37,,-1.0,,
11/01/2021 02:26:04,0.0,0.0,0.0,48.76,,,10.3,7.15,5.48,4.32,10.3,6.98,9.046,-73.0,45.36,,-1.0,,
11/01/2021 02:27:02,0.0,0.0,0.0,48.84,,,11.62,7.48,6.1,4.73,9.67,7.48,8.657,-73.0,45.36,,-1.0,,
11/01/2021 02:28:03,0.0,0.0,0.0,48.82,,,11.75,8.08,5.6,5.52,9.98,7.73,8.848,-73.0,45.36,,-1.0,,
11/01/2021 02:29:04,0.0,0.0,0.0,48.81,,,10.92,8.6,5.58,5.95,10.48,7.92,9.156,-73.0,45.32,,-1.0,,
11/01/2021 02:30:03,0.0,0.0,0.0,48.82,,,9.02,6.85,5.92,4.32,8.85,6.7,8.15,-73.0,45.32,,-1.0,,
11/01/2021 02:31:04,0.0,0.0,0.0,48.8,,,8.07,6.53,5.38,4.22,7.27,6.53,7.174,-73.0,45.3,,-1.0,,
11/01/2021 02:32:04,0.0,0.0,0.0,48.78,,,8.98,6.55,5.43,4.5,7.93,6.55,7.582,-73.0,45.3,,-1.0,,
11/01/2021 02:33:04,0.0,0.0,0.0,48.84,,,11.03,7.7,4.68,4.75,9.7,7.43,8.674,-73.0,45.3,,-1.0,,
11/01/2021 02:34:03,0.0,0.0,0.0,48.81,,,7.73,6.55,4.57,4.63,6.88,6.55,6.934,-73.0,45.3,,-1.0,,
11/01/2021 02:35:04,0.0,0.0,0.0,48.84,,,7.98,7.03,4.67,4.85,7.98,6.58,7.613,-73.0,45.3,,-1.0,,
11/01/2021 02:36:03,0.0,0.0,0.0,48.94,,,10.22,8.3,5.32,4.88,8.6,7.67,7.995,-73.0,45.32,,-1.0,,
11/01/2021 02:37:03,0.0,0.0,0.0,48.89,,,10.58,8.55,5.45,5.13,8.98,7.92,8.23,-73.0,45.3,,-1.0,,
11/01/2021 02:38:04,0.0,0.0,0.0,48.94,,,11.32,9.02,5.6,5.17,10.23,8.03,9.001,-73.0,45.3,,-1.0,,
11/01/2021 02:39:03,0.0,0.0,0.0,49.03,,,10.78,8.27,5.05,6.08,7.82,7.9,7.513,-73.0,45.3,,-1.0,,
11/01/2021 02:40:04,0.0,0.0,0.0,48.96,,,10.17,7.82,5.43,5.23,8.02,7.4,7.637,-73.0,45.28,,-1.0,,
11/01/2021 02:41:03,0.0,0.0,0.0,48.98,,,12.68,7.85,5.33,5.1,10.3,7.85,9.044,-73.0,45.3,,-1.0,,
11/01/2021 02:42:03,0.0,0.0,0.0,49.0,,,11.83,8.4,5.52,5.17,10.88,7.67,9.402,-75.0,45.3,,-1.0,,
11/01/2021 02:43:03,0.0,0.0,0.0,49.05,,,11.68,8.07,5.57,5.12,9.53,7.8,8.569,-73.0,45.28,,-1.0,,
11/01/2021 02:44:03,0.0,0.0,0.0,49.03,,,14.33,6.68,5.27,4.88,10.97,6.63,9.458,-73.0,45.27,,-1.0,,
11/01/2021 02:45:04,0.0,0.0,0.0,49.04,,,11.55,8.0,5.83,5.0,9.8,7.85,8.735,-73.0,45.27,,-1.0,,
11/01/2021 02:46:04,0.0,0.0,0.0,49.18,,,12.27,8.32,6.1,5.52,9.75,8.08,8.703,-73.0,45.23,,-1.0,,
11/01/2021 02:47:03,0.0,0.0,0.0,49.15,,,12.42,7.67,6.47,4.35,11.38,7.4,9.71,-73.0,45.23,,-1.0,,
11/01/2021 02:48:02,0.0,0.0,0.0,49.17,,,10.03,9.75,6.35,5.85,9.73,9.3,8.691,-73.0,45.25,,-1.0,,
11/01/2021 02:49:05,0.0,0.0,0.0,49.18,,,11.6,8.53,5.6,6.0,11.15,8.48,9.568,-73.0,45.23,,-1.0,,
11/01/2021 02:50:04,0.0,0.0,0.0,49.18,,,12.78,7.27,5.8,4.8,10.38,7.27,9.093,-73.0,45.25,,-1.0,,
11/01/2021 02:51:04,0.0,0.0,0.0,49.29,,,11.18,8.85,6.32,5.57,10.47,8.4,9.148,-73.0,45.25,,-1.0,,
11/01/2021 02:52:04,0.0,0.0,0.0,49.15,,,12.18,8.67,6.4,6.05,11.6,8.25,9.846,-73.0,45.27,,-1.0,,
11/01/2021 02:53:04,0.0,0.0,0.0,49.11,,,11.52,8.95,6.27,5.12,11.52,8.17,9.797,-73.0,45.27,,-1.0,,
11/01/2021 02:54:03,0.0,0.0,0.0,49.12,,,12.58,8.92,6.18,6.02,11.82,8.8,9.982,-73.0,45.27,,-1.0,,
11/01/2021 02:55:04,0.0,0.0,0.0,49.07,,,12.32,9.18,6.27,5.77,10.68,8.6,9.278,-73.0,45.27,,-1.0,,
11/01/2021 02:56:03,0.0,0.0,0.0,49.13,,,13.98,8.15,6.68,5.03,12.5,7.67,10.402,-73.0,45.25,,-1.0,,
11/01/2021 02:57:04,0.0,0.0,0.0,49.12,,,10.33,10.43,5.62,6.43,8.98,10.35,8.228,-73.0,45.25,,-1.0,,
11/01/2021 02:58:04,0.0,0.0,0.0,49.09,,,10.58,8.37,5.92,5.5,10.05,8.05,8.889,-73.0,45.23,,-1.0,,
11/01/2021 02:59:03,0.0,0.0,0.0,49.02,,,13.75,8.9,6.48,6.08,11.98,8.5,10.081,-73.0,45.25,,-1.0,,
11/01/2021 03:00:27,0.0,0.0,0.0,48.99,,,11.48,9.98,6.62,5.43,10.37,9.3,9.087,-73.0,45.23,,-1.0,,
