InstrumentName, Bruce Randolph (CS19)
StartTime, 2021-11-01 00:00:00
EndTime, 2021-11-30 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,P25,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Time,Uncertainty,datetime,source_device
11/01/2021 00:14:03,1.0,0.0,0.0,-1.0,,,5.393,5.87,5.68,2.93,2.83,4.97,5.68,-51.0,-1.0,,433400.0,,
11/01/2021 00:15:06,1.0,0.0,0.0,-1.0,,,4.967,5.98,6.25,2.48,3.77,4.28,6.25,-51.0,-1.0,,433400.0,,
11/01/2021 00:16:04,1.0,0.0,0.0,-1.0,,,6.091,6.97,6.85,3.48,3.85,6.1,6.53,-51.0,-1.0,,433400.0,,
11/01/2021 00:17:06,1.0,0.0,0.0,-1.0,,,5.739,6.33,6.77,2.83,3.65,5.53,6.35,-51.0,-1.0,,433400.0,,
11/01/2021 00:18:04,1.0,0.0,0.0,-1.0,,,5.646,5.58,5.98,3.18,3.45,5.38,5.98,-51.0,-1.0,,433400.0,,
11/01/2021 00:19:05,1.0,0.0,0.0,-1.0,,,5.504,6.25,8.23,2.25,3.38,5.15,6.9,-51.0,-1.0,,433400.0,,
11/01/2021 00:20:05,1.0,0.0,0.0,-1.0,,,5.813,6.45,6.33,3.48,4.03,5.65,5.98,-51.0,-1.0,,433400.0,,
11/01/2021 00:21:05,1.0,0.0,0.0,-1.0,,,6.418,7.27,8.0,3.98,3.25,6.63,6.1,-51.0,-1.0,,433400.0,,
11/01/2021 00:22:05,1.0,0.0,0.0,-1.0,,,5.566,6.73,9.22,3.58,3.67,5.25,5.97,-51.0,-1.0,,433400.0,,
11/01/2021 00:23:04,1.0,0.0,0.0,-1.0,,,5.813,5.65,9.05,3.0,5.0,5.65,7.6,-51.0,-1.0,,433400.0,,
11/01/2021 00:24:04,1.0,0.0,0.0,-1.0,,,6.079,7.97,11.13,3.38,4.57,6.08,7.65,-51.0,-1.0,,433400.0,,
11/01/2021 00:25:05,1.0,0.0,0.0,-1.0,,,5.955,6.57,6.45,2.97,2.95,5.88,5.35,-51.0,-1.0,,433400.0,,
11/01/2021 00:26:03,1.0,0.0,0.0,-1.0,,,5.535,6.8,8.1,3.32,3.5,5.2,6.1,-51.0,-1.0,,433400.0,,
11/01/2021 00:27:06,1.0,0.0,0.0,-1.0,,,5.708,6.53,7.33,2.98,3.53,5.48,6.32,-51.0,-1.0,,433400.0,,
11/01/2021 00:28:05,1.0,0.0,0.0,-1.0,,,5.566,5.8,7.68,3.2,3.35,5.25,6.35,-51.0,-1.0,,433400.0,,
11/01/2021 00:29:04,1.0,0.0,0.0,-1.0,,,5.825,7.1,5.55,3.82,3.37,5.67,5.55,-51.0,-1.0,,433400.0,,
11/01/2021 00:30:04,1.0,0.0,0.0,-1.0,,,5.832,7.88,5.9,3.88,3.58,5.68,5.85,-51.0,-1.0,,433400.0,,
11/01/2021 00:31:06,1.0,0.0,0.0,-1.0,,,6.079,7.78,6.93,3.33,3.62,6.08,6.77,-51.0,-1.0,,433400.0,,
11/01/2021 00:32:04,1.0,0.0,0.0,-1.0,,,6.85,8.18,6.0,3.68,3.65,7.33,6.0,-51.0,-1.0,,433400.0,,
11/01/2021 00:33:05,1.0,0.0,0.0,-1.0,,,5.863,5.73,6.05,3.38,3.13,5.73,5.05,-51.0,-1.0,,433400.0,,
11/01/2021 00:34:04,1.0,0.0,0.0,-1.0,,,5.924,5.83,6.9,3.65,4.0,5.83,6.1,-51.0,-1.0,,433400.0,,
11/01/2021 00:35:05,1.0,0.0,0.0,-1.0,,,5.183,5.38,6.5,2.97,3.85,4.63,6.3,-51.0,-1.0,,433400.0,,
11/01/2021 00:36:06,1.0,0.0,0.0,-1.0,,,5.116,6.6,6.85,2.3,3.95,4.52,6.3,-51.0,-1.0,,433400.0,,
11/01/2021 00:37:05,1.0,0.0,0.0,-1.0,,,5.319,6.2,5.73,2.87,2.93,4.85,5.25,-51.0,-1.0,,433400.0,,
11/01/2021 00:38:05,1.0,0.0,0.0,-1.0,,,6.134,7.28,6.98,3.5,3.75,6.17,5.52,-51.0,-1.0,,433400.0,,
11/01/2021 00:39:03,1.0,0.0,0.0,-1.0,,,5.332,5.45,6.72,3.17,3.6,4.87,6.22,-51.0,-1.0,,433400.0,,
11/01/2021 00:40:04,1.0,0.0,0.0,-1.0,,,5.949,6.97,8.47,2.77,4.7,5.87,6.95,-51.0,-1.0,,433400.0,,
11/01/2021 00:41:05,1.0,0.0,0.0,-1.0,,,5.43,5.03,6.42,3.53,3.38,5.03,6.3,-51.0,-1.0,,433400.0,,
11/01/2021 00:42:04,1.0,0.0,0.0,-1.0,,,5.918,5.82,5.28,3.38,3.17,5.82,5.28,-51.0,-1.0,,433400.0,,
11/01/2021 00:43:04,1.0,0.0,0.0,-1.0,,,6.122,6.95,5.9,3.5,3.1,6.15,5.9,-51.0,-1.0,,433400.0,,
11/01/2021 00:44:05,1.0,0.0,0.0,-1.0,,,5.813,6.3,6.23,3.22,3.18,5.65,5.28,-51.0,-1.0,,433400.0,,
11/01/2021 00:45:04,1.0,0.0,0.0,-1.0,,,5.276,7.18,7.95,2.83,3.95,4.78,6.7,-51.0,-1.0,,433400.0,,
11/01/2021 00:46:05,1.0,0.0,0.0,-1.0,,,5.832,6.8,6.93,3.02,3.55,5.68,6.25,-51.0,-1.0,,433400.0,,
11/01/2021 00:47:04,1.0,0.0,0.0,-1.0,,,5.029,5.75,8.02,2.77,4.47,4.38,7.53,-51.0,-1.0,,433400.0,,
11/01/2021 00:48:05,1.0,0.0,0.0,-1.0,,,5.937,8.13,7.22,3.75,4.02,5.85,6.38,-51.0,-1.0,,433400.0,,
11/01/2021 00:49:06,1.0,0.0,0.0,-1.0,,,6.196,9.05,6.43,3.93,3.32,6.27,4.97,-51.0,-1.0,,433400.0,,
11/01/2021 00:50:05,1.0,0.0,0.0,-1.0,,,6.369,9.48,8.62,3.67,4.62,6.55,7.22,-51.0,-1.0,,433400.0,,
11/01/2021 00:51:04,1.0,0.0,0.0,-1.0,,,5.918,6.0,6.68,3.47,4.12,5.82,6.27,-51.0,-1.0,,433400.0,,
11/01/2021 00:52:05,1.0,0.0,0.0,-1.0,,,5.782,6.0,8.83,3.35,4.03,5.6,7.38,-51.0,-1.0,,433400.0,,
11/01/2021 00:53:04,1.0,0.0,0.0,-1.0,,,6.863,8.0,6.3,4.3,3.65,7.35,5.85,-51.0,-1.0,,433400.0,,
11/01/2021 00:54:05,1.0,0.0,0.0,-1.0,,,6.523,8.05,6.65,4.25,3.75,6.8,6.0,-51.0,-1.0,,433400.0,,
11/01/2021 00:55:06,1.0,0.0,0.0,-1.0,,,5.98,7.62,6.67,3.72,3.87,5.92,6.12,-51.0,-1.0,,433400.0,,
11/01/2021 00:56:04,1.0,0.0,0.0,-1.0,,,6.634,8.72,9.2,3.98,4.5,6.98,7.25,-51.0,-1.0,,433400.0,,
11/01/2021 00:57:04,1.0,0.0,0.0,-1.0,,,6.906,9.92,7.13,4.37,3.7,7.42,7.05,-51.0,-1.0,,433400.0,,
11/01/2021 00:58:04,1.0,0.0,0.0,-1.0,,,6.603,7.18,7.03,4.58,3.6,6.93,6.53,-51.0,-1.0,,433400.0,,
11/01/2021 00:59:04,1.0,0.0,0.0,-1.0,,,5.721,5.5,8.35,3.65,4.17,5.5,7.58,-51.0,-1.0,,433400.0,,
11/01/2021 01:00:04,1.0,0.0,0.0,-1.0,,,6.924,7.97,8.93,4.28,4.6,7.45,7.03,-51.0,-1.0,,433400.0,,
11/01/2021 01:01:05,1.0,0.0,0.0,-1.0,,,5.801,6.13,8.52,4.08,3.68,5.63,7.45,-51.0,-1.0,,433400.0,,
11/01/2021 01:02:05,1.0,0.0,0.0,-1.0,,,6.585,7.9,7.83,3.9,3.65,6.9,6.38,-51.0,-1.0,,433400.0,,
11/01/2021 01:03:04,1.0,0.0,0.0,-1.0,,,6.77,7.97,11.13,4.57,5.53,7.2,9.73,-51.0,-1.0,,433400.0,,
11/01/2021 01:04:04,1.0,0.0,0.0,-1.0,,,6.875,9.17,8.87,4.43,5.1,7.37,7.83,-51.0,-1.0,,433400.0,,
11/01/2021 01:05:02,1.0,0.0,0.0,-1.0,,,7.344,8.88,9.05,3.98,4.98,8.13,8.22,-51.0,-1.0,,433400.0,,
11/01/2021 01:06:04,1.0,0.0,0.0,-1.0,,,7.091,9.17,8.53,4.38,4.02,7.72,7.43,-51.0,-1.0,,1240.0,,
11/01/2021 01:07:04,1.0,0.0,0.0,-1.0,,,6.171,8.68,6.23,3.43,3.5,6.23,5.57,-51.0,-1.0,,1240.0,,
11/01/2021 01:08:02,1.0,0.0,0.0,-1.0,,,6.072,6.82,6.98,4.02,4.58,6.07,6.58,-51.0,-1.0,,1240.0,,
11/01/2021 01:09:02,1.0,0.0,0.0,-1.0,,,7.184,8.12,9.0,4.22,4.4,7.87,7.75,-51.0,-1.0,,1240.0,,
11/01/2021 01:10:03,1.0,0.0,0.0,-1.0,,,6.184,6.8,9.88,3.8,4.68,6.25,7.05,-51.0,-1.0,,1240.0,,
11/01/2021 01:11:03,1.0,0.0,0.0,-1.0,,,7.758,10.22,8.72,4.13,4.42,8.8,7.42,-51.0,-1.0,,1240.0,,
11/01/2021 01:12:04,1.0,0.0,0.0,-1.0,,,6.789,7.8,8.57,3.47,4.03,7.23,7.7,-51.0,-1.0,,1240.0,,
11/01/2021 01:13:02,1.0,0.0,0.0,-1.0,,,6.69,9.75,8.7,4.52,3.85,7.07,7.15,-51.0,-1.0,,1240.0,,
11/01/2021 01:14:03,1.0,0.0,0.0,-1.0,,,7.338,9.67,6.88,4.85,3.75,8.12,6.42,-51.0,-1.0,,1240.0,,
11/01/2021 01:15:02,1.0,0.0,0.0,-1.0,,,6.474,8.4,9.1,3.27,4.82,6.72,7.45,-51.0,-1.0,,1240.0,,
11/01/2021 01:16:02,1.0,0.0,0.0,-1.0,,,6.307,6.75,8.43,4.4,4.73,6.45,7.45,-51.0,-1.0,,1240.0,,
11/01/2021 01:17:02,1.0,0.0,0.0,-1.0,,,6.103,7.63,8.03,3.92,4.23,6.12,7.6,-51.0,-1.0,,1240.0,,
11/01/2021 01:18:04,1.0,0.0,0.0,-1.0,,,6.69,7.27,7.85,3.5,4.5,7.07,7.35,-51.0,-1.0,,1240.0,,
11/01/2021 01:19:04,1.0,0.0,0.0,-1.0,,,7.338,9.35,7.97,4.57,4.35,8.12,6.97,-51.0,-1.0,,1240.0,,
11/01/2021 01:20:03,1.0,0.0,0.0,-1.0,,,6.418,8.93,8.8,3.7,4.4,6.63,7.85,-51.0,-1.0,,1240.0,,
11/01/2021 01:21:04,1.0,0.0,0.0,-1.0,,,6.14,6.88,6.38,3.88,3.43,6.18,6.13,-51.0,-1.0,,1240.0,,
11/01/2021 01:22:04,1.0,0.0,0.0,-1.0,,,6.677,7.3,7.77,4.43,3.65,7.05,7.33,-51.0,-1.0,,1240.0,,
11/01/2021 01:23:03,1.0,0.0,0.0,-1.0,,,6.461,7.22,7.87,4.08,4.58,6.7,6.98,-51.0,-1.0,,1240.0,,
11/01/2021 01:24:02,1.0,0.0,0.0,-1.0,,,6.665,7.42,8.18,3.98,4.48,7.03,7.33,-51.0,-1.0,,1240.0,,
11/01/2021 01:25:03,1.0,0.0,0.0,-1.0,,,6.573,8.28,6.75,4.08,4.45,6.88,6.75,-51.0,-1.0,,1240.0,,
11/01/2021 01:26:04,1.0,0.0,0.0,-1.0,,,6.573,7.78,9.7,4.38,5.03,6.88,7.63,-51.0,-1.0,,1240.0,,
11/01/2021 01:27:03,1.0,0.0,0.0,-1.0,,,7.091,9.67,7.65,4.32,4.1,7.72,7.32,-51.0,-1.0,,1240.0,,
11/01/2021 01:28:03,1.0,0.0,0.0,-1.0,,,6.912,7.43,6.97,4.43,4.47,7.43,6.87,-51.0,-1.0,,1240.0,,
11/01/2021 01:29:02,1.0,0.0,0.0,-1.0,,,6.072,6.27,8.13,3.87,4.37,6.07,7.83,-51.0,-1.0,,1240.0,,
11/01/2021 01:30:03,1.0,0.0,0.0,-1.0,,,7.418,9.12,7.4,5.02,4.4,8.25,7.4,-51.0,-1.0,,1240.0,,
11/01/2021 01:31:03,1.0,0.0,0.0,-1.0,,,6.943,8.33,6.83,4.53,4.3,7.48,6.82,-51.0,-1.0,,1240.0,,
11/01/2021 01:32:04,1.0,0.0,0.0,-1.0,,,6.387,7.33,8.58,4.18,4.23,6.58,7.53,-51.0,-1.0,,1240.0,,
11/01/2021 01:33:02,1.0,0.0,0.0,-1.0,,,6.819,8.78,8.07,4.45,4.17,7.28,7.47,-51.0,-1.0,,1240.0,,
11/01/2021 01:34:03,1.0,0.0,0.0,-1.0,,,6.511,8.53,8.5,4.33,5.03,6.78,7.5,-51.0,-1.0,,1240.0,,
11/01/2021 01:35:04,1.0,0.0,0.0,-1.0,,,7.091,8.88,9.37,4.27,4.53,7.72,8.2,-51.0,-1.0,,1240.0,,
11/01/2021 01:36:03,1.0,0.0,0.0,-1.0,,,7.369,9.02,7.57,4.2,3.9,8.17,7.12,-51.0,-1.0,,1240.0,,
11/01/2021 01:37:02,1.0,0.0,0.0,-1.0,,,6.227,6.32,6.65,3.27,3.83,6.32,6.17,-51.0,-1.0,,1240.0,,
11/01/2021 01:38:03,1.0,0.0,0.0,-1.0,,,6.665,8.13,8.28,3.98,4.73,7.03,8.18,-51.0,-1.0,,1240.0,,
11/01/2021 01:39:03,1.0,0.0,0.0,-1.0,,,6.214,7.4,8.73,3.6,4.73,6.3,7.98,-51.0,-1.0,,1240.0,,
11/01/2021 01:40:03,1.0,0.0,0.0,-1.0,,,6.554,8.4,9.08,4.4,4.03,6.85,7.58,-51.0,-1.0,,1240.0,,
11/01/2021 01:41:04,1.0,0.0,0.0,-1.0,,,6.202,6.68,8.22,3.93,4.08,6.28,7.78,-51.0,-1.0,,1240.0,,
11/01/2021 01:42:05,1.0,0.0,0.0,-1.0,,,6.69,9.5,10.62,4.42,6.82,7.07,10.03,-51.0,-1.0,,1240.0,,
11/01/2021 01:43:03,1.0,0.0,0.0,-1.0,,,5.801,7.23,6.6,3.38,4.52,5.63,6.6,-51.0,-1.0,,1240.0,,
11/01/2021 01:44:03,1.0,0.0,0.0,-1.0,,,6.69,7.07,7.77,4.12,4.9,7.07,7.42,-51.0,-1.0,,1240.0,,
11/01/2021 01:45:03,1.0,0.0,0.0,-1.0,,,5.875,6.93,8.78,3.92,4.28,5.75,7.82,-51.0,-1.0,,1240.0,,
11/01/2021 01:46:03,1.0,0.0,0.0,-1.0,,,7.585,10.13,11.55,4.4,4.73,8.52,7.43,-51.0,-1.0,,1240.0,,
11/01/2021 01:47:04,1.0,0.0,0.0,-1.0,,,6.418,7.13,7.08,3.3,4.7,6.63,6.85,-51.0,-1.0,,1240.0,,
11/01/2021 01:48:02,1.0,0.0,0.0,-1.0,,,6.109,6.13,8.88,3.78,3.97,6.13,6.03,-51.0,-1.0,,1240.0,,
11/01/2021 01:49:04,1.0,0.0,0.0,-1.0,,,6.677,9.07,7.85,3.68,4.13,7.05,6.93,-51.0,-1.0,,1240.0,,
11/01/2021 01:50:04,1.0,0.0,0.0,-1.0,,,5.955,6.17,10.23,3.43,6.0,5.88,9.47,-51.0,-1.0,,1240.0,,
11/01/2021 01:51:03,1.0,0.0,0.0,-1.0,,,7.307,8.28,10.2,4.58,4.48,8.07,7.63,-51.0,-1.0,,1240.0,,
11/01/2021 01:52:03,1.0,0.0,0.0,-1.0,,,6.431,6.87,8.47,3.85,4.63,6.65,7.52,-51.0,-1.0,,1240.0,,
11/01/2021 01:53:02,1.0,0.0,0.0,-1.0,,,7.097,9.83,9.15,3.63,4.77,7.73,7.48,-51.0,-1.0,,1240.0,,
11/01/2021 01:54:02,1.0,0.0,0.0,-1.0,,,7.431,10.12,8.17,4.37,4.78,8.27,7.52,-51.0,-1.0,,1240.0,,
11/01/2021 01:55:02,1.0,0.0,0.0,-1.0,,,6.48,6.73,7.45,3.93,4.45,6.73,7.45,-51.0,-1.0,,1240.0,,
11/01/2021 01:56:02,1.0,0.0,0.0,-1.0,,,6.418,8.58,9.3,3.78,4.95,6.63,8.0,-51.0,-1.0,,1240.0,,
11/01/2021 01:57:03,1.0,0.0,0.0,-1.0,,,6.369,7.0,9.2,3.7,4.8,6.55,7.45,-51.0,-1.0,,1240.0,,
11/01/2021 01:58:01,1.0,0.0,0.0,-1.0,,,6.011,7.85,7.38,3.75,4.18,5.97,7.03,-51.0,-1.0,,1240.0,,
11/01/2021 01:59:02,1.0,0.0,0.0,-1.0,,,6.875,7.67,7.78,3.52,3.53,7.37,6.53,-51.0,-1.0,,1240.0,,
11/01/2021 02:00:02,1.0,0.0,0.0,-1.0,,,6.875,7.82,8.92,4.52,4.68,7.37,7.4,-51.0,-1.0,,1240.0,,
11/01/2021 02:01:02,1.0,0.0,0.0,-1.0,,,5.986,6.73,7.5,3.23,4.52,5.93,6.7,-51.0,-1.0,,1240.0,,
11/01/2021 02:02:02,1.0,0.0,0.0,-1.0,,,6.511,7.22,6.52,4.28,3.9,6.78,6.52,-51.0,-1.0,,1240.0,,
11/01/2021 02:03:02,1.0,0.0,0.0,-1.0,,,6.258,7.5,9.18,4.02,5.1,6.37,8.12,-51.0,-1.0,,1240.0,,
11/01/2021 02:04:03,1.0,0.0,0.0,-1.0,,,6.832,8.5,9.27,4.55,4.07,7.3,7.25,-51.0,-1.0,,1240.0,,
11/01/2021 02:05:01,1.0,0.0,0.0,-1.0,,,7.017,8.93,7.38,5.28,4.4,7.6,7.27,-51.0,-1.0,,1240.0,,
11/01/2021 02:06:03,1.0,0.0,0.0,-1.0,,,6.955,8.15,7.82,4.97,4.32,7.5,7.82,-51.0,-1.0,,1008.0,,
11/01/2021 02:07:02,1.0,0.0,0.0,-1.0,,,6.739,8.45,8.7,4.02,4.75,7.15,8.25,-51.0,-1.0,,1008.0,,
11/01/2021 02:08:02,1.0,0.0,0.0,-1.0,,,7.715,11.07,8.45,4.72,4.85,8.73,7.75,-51.0,-1.0,,1008.0,,
11/01/2021 02:09:03,1.0,0.0,0.0,-1.0,,,7.14,7.92,10.35,4.17,4.75,7.8,9.15,-51.0,-1.0,,1008.0,,
11/01/2021 02:10:03,1.0,0.0,0.0,-1.0,,,6.955,8.65,7.7,4.55,4.93,7.5,7.37,-51.0,-1.0,,1008.0,,
11/01/2021 02:11:02,1.0,0.0,0.0,-1.0,,,6.665,8.23,8.7,4.28,4.63,7.03,8.03,-51.0,-1.0,,1008.0,,
11/01/2021 02:12:02,1.0,0.0,0.0,-1.0,,,7.276,10.57,7.9,4.52,4.78,8.02,7.6,-51.0,-1.0,,1008.0,,
11/01/2021 02:13:03,1.0,0.0,0.0,-1.0,,,8.252,10.65,9.53,6.1,5.07,9.6,8.25,-51.0,-1.0,,1008.0,,
11/01/2021 02:14:02,1.0,0.0,0.0,-1.0,,,8.221,10.65,8.58,5.35,5.25,9.55,8.58,-51.0,-1.0,,1008.0,,
11/01/2021 02:15:03,1.0,0.0,0.0,-1.0,,,6.461,6.72,9.22,4.75,5.22,6.7,8.72,-51.0,-1.0,,1008.0,,
11/01/2021 02:16:02,1.0,0.0,0.0,-1.0,,,6.461,7.03,12.37,4.02,5.77,6.7,9.42,-51.0,-1.0,,1008.0,,
11/01/2021 02:17:02,1.0,0.0,0.0,-1.0,,,7.56,9.65,9.25,5.35,5.15,8.48,8.7,-51.0,-1.0,,1008.0,,
11/01/2021 02:18:02,1.0,0.0,0.0,-1.0,,,6.511,7.5,8.92,4.33,5.67,6.78,8.27,-51.0,-1.0,,1008.0,,
11/01/2021 02:19:03,1.0,0.0,0.0,-1.0,,,7.091,8.63,9.37,4.55,5.13,7.72,8.22,-51.0,-1.0,,1008.0,,
11/01/2021 02:20:03,1.0,0.0,0.0,-1.0,,,7.746,10.02,9.0,4.67,5.23,8.78,8.83,-51.0,-1.0,,1008.0,,
11/01/2021 02:21:01,1.0,0.0,0.0,-1.0,,,6.924,8.47,7.83,4.62,3.58,7.45,7.25,-51.0,-1.0,,1008.0,,
11/01/2021 02:22:02,1.0,0.0,0.0,-1.0,,,6.752,8.5,8.77,4.8,4.12,7.17,7.57,-51.0,-1.0,,1008.0,,
11/01/2021 02:23:03,1.0,0.0,0.0,-1.0,,,7.233,9.92,8.7,4.8,4.93,7.95,7.57,-51.0,-1.0,,1008.0,,
11/01/2021 02:24:03,1.0,0.0,0.0,-1.0,,,7.591,9.48,11.03,5.13,6.1,8.53,9.18,-51.0,-1.0,,1008.0,,
11/01/2021 02:25:03,1.0,0.0,0.0,-1.0,,,8.332,12.07,10.13,5.35,5.82,9.73,8.78,-51.0,-1.0,,1008.0,,
11/01/2021 02:26:02,1.0,0.0,0.0,-1.0,,,7.56,10.08,10.65,5.08,5.63,8.48,9.4,-51.0,-1.0,,1008.0,,
11/01/2021 02:27:02,1.0,0.0,0.0,-1.0,,,8.53,11.6,10.55,6.1,6.15,10.05,9.35,-51.0,-1.0,,1008.0,,
11/01/2021 02:28:01,1.0,0.0,0.0,-1.0,,,8.993,12.1,10.93,5.75,5.98,10.8,10.17,-51.0,-1.0,,1008.0,,
11/01/2021 02:29:02,1.0,0.0,0.0,-1.0,,,8.147,12.87,11.92,5.33,5.77,9.43,10.02,-51.0,-1.0,,1008.0,,
11/01/2021 02:30:03,1.0,0.0,0.0,-1.0,,,7.282,9.93,8.92,5.23,5.57,8.03,8.67,-51.0,-1.0,,1008.0,,
11/01/2021 02:31:03,1.0,0.0,0.0,-1.0,,,7.585,9.62,12.37,5.37,6.42,8.52,10.82,-51.0,-1.0,,1008.0,,
11/01/2021 02:32:02,1.0,0.0,0.0,-1.0,,,6.937,8.92,12.08,5.17,6.48,7.47,9.67,-51.0,-1.0,,1008.0,,
11/01/2021 02:33:01,1.0,0.0,0.0,-1.0,,,7.776,12.23,8.08,5.33,4.95,8.83,7.5,-51.0,-1.0,,1008.0,,
11/01/2021 02:34:02,1.0,0.0,0.0,-1.0,,,7.276,9.52,8.75,4.35,5.25,8.02,8.18,-51.0,-1.0,,1008.0,,
11/01/2021 02:35:02,1.0,0.0,0.0,-1.0,,,7.585,9.15,13.32,5.6,5.72,8.52,10.75,-51.0,-1.0,,1008.0,,
11/01/2021 02:36:04,1.0,0.0,0.0,-1.0,,,8.363,11.8,8.0,5.07,5.05,9.78,7.22,-51.0,-1.0,,1008.0,,
11/01/2021 02:37:03,1.0,0.0,0.0,-1.0,,,7.202,8.57,8.35,4.42,5.9,7.9,8.35,-51.0,-1.0,,1008.0,,
11/01/2021 02:38:03,1.0,0.0,0.0,-1.0,,,6.4,7.47,9.78,4.32,5.03,6.6,9.08,-51.0,-1.0,,1008.0,,
11/01/2021 02:39:03,1.0,0.0,0.0,-1.0,,,7.622,9.45,10.55,5.35,5.35,8.58,8.8,-51.0,-1.0,,1008.0,,
11/01/2021 02:40:04,1.0,0.0,0.0,-1.0,,,8.696,12.93,11.87,5.67,5.68,10.32,9.0,-51.0,-1.0,,1008.0,,
11/01/2021 02:41:04,1.0,0.0,0.0,-1.0,,,7.986,10.02,10.15,5.32,6.35,9.17,9.3,-51.0,-1.0,,1008.0,,
11/01/2021 02:42:01,1.0,0.0,0.0,-1.0,,,8.159,10.83,9.9,4.9,5.55,9.45,9.6,-51.0,-1.0,,1008.0,,
11/01/2021 02:43:02,1.0,0.0,0.0,-1.0,,,7.832,10.27,11.9,4.92,5.75,8.92,9.37,-51.0,-1.0,,1008.0,,
11/01/2021 02:44:02,1.0,0.0,0.0,-1.0,,,8.128,10.4,11.48,5.45,6.08,9.4,10.62,-51.0,-1.0,,1008.0,,
11/01/2021 02:45:01,1.0,0.0,0.0,-1.0,,,7.82,10.05,9.45,5.6,4.83,8.9,9.33,-51.0,-1.0,,1008.0,,
11/01/2021 02:46:04,1.0,0.0,0.0,-1.0,,,7.418,10.72,13.22,5.5,5.35,8.25,9.78,-51.0,-1.0,,1008.0,,
11/01/2021 02:47:02,1.0,0.0,0.0,-1.0,,,7.665,9.48,11.63,4.93,5.6,8.65,9.65,-51.0,-1.0,,1008.0,,
11/01/2021 02:48:02,1.0,0.0,0.0,-1.0,,,6.597,7.98,10.77,4.5,5.45,6.92,10.45,-51.0,-1.0,,1008.0,,
11/01/2021 02:49:02,1.0,0.0,0.0,-1.0,,,7.449,8.9,10.37,5.45,5.57,8.3,8.02,-51.0,-1.0,,1008.0,,
11/01/2021 02:50:03,1.0,0.0,0.0,-1.0,,,7.215,7.92,12.85,5.17,6.42,7.92,9.77,-51.0,-1.0,,1008.0,,
11/01/2021 02:51:02,1.0,0.0,0.0,-1.0,,,7.276,10.72,11.43,4.82,5.22,8.02,8.28,-51.0,-1.0,,1008.0,,
11/01/2021 02:52:03,1.0,0.0,0.0,-1.0,,,8.517,10.37,12.02,4.68,6.18,10.03,9.62,-51.0,-1.0,,1008.0,,
11/01/2021 02:53:03,1.0,0.0,0.0,-1.0,,,7.665,10.82,10.27,5.42,6.32,8.65,10.07,-51.0,-1.0,,1008.0,,
11/01/2021 02:54:03,1.0,0.0,0.0,-1.0,,,7.665,9.73,10.08,4.43,5.78,8.65,9.83,-51.0,-1.0,,1008.0,,
