"","X.1","date","X","ID","SensorType","Lat","Long","start_date","date_days","age_days","age_weeks.x","val.humidity","val.pm10","val.pm25_r","val.temperature","flag"
"3110",3110,"2019-12-29 09:00:00",3154,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,41.1,8.54,3.69,28.9,0
"3111",3111,"2019-12-29 09:00:00",3155,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,41.1,8.54,3.69,28.9,0
"3112",3112,"2019-12-29 09:00:00",3156,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,41.1,8.54,3.69,28.9,0
"3113",3113,"2019-12-29 10:00:00",3157,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,37,8.49,4.42,33.5,0
"3114",3114,"2019-12-29 10:00:00",3158,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,37,8.49,4.42,33.5,0
"3115",3115,"2019-12-29 10:00:00",3159,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,37,8.49,4.42,33.5,0
"3116",3116,"2019-12-29 10:00:00",3160,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,37,8.49,4.42,33.5,0
"3117",3117,"2019-12-29 11:00:00",3161,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,25.2,4.74,1.1,41.3,0
"3118",3118,"2019-12-29 11:00:00",3162,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,25.2,4.74,1.1,41.3,0
"3119",3119,"2019-12-29 11:00:00",3163,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,25.2,4.74,1.1,41.3,0
"3120",3120,"2019-12-29 11:00:00",3164,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,25.2,4.74,1.1,41.3,0
"3121",3121,"2019-12-29 12:00:00",3165,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,22.5,5.06,2.33,45.3,0
"3122",3122,"2019-12-29 12:00:00",3166,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,22.5,5.06,2.33,45.3,0
"3123",3123,"2019-12-29 12:00:00",3167,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,22.5,5.06,2.33,45.3,0
"3124",3124,"2019-12-29 12:00:00",3168,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,22.5,5.06,2.33,45.3,0
"3125",3125,"2019-12-29 13:00:00",3169,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,29.5,8.46,4.18,39.6,0
"3126",3126,"2019-12-29 13:00:00",3170,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,29.5,8.46,4.18,39.6,0
"3127",3127,"2019-12-29 13:00:00",3171,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,29.5,8.46,4.18,39.6,0
"3128",3128,"2019-12-29 13:00:00",3172,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,29.5,8.46,4.18,39.6,0
"3129",3129,"2019-12-29 14:00:00",3173,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,36,5.34,1.98,33.2,0
"3130",3130,"2019-12-29 14:00:00",3174,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,36,5.34,1.98,33.2,0
"3131",3131,"2019-12-29 14:00:00",3175,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,36,5.34,1.98,33.2,0
"3132",3132,"2019-12-29 14:00:00",3176,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,36,5.34,1.98,33.2,0
"3133",3133,"2019-12-29 15:00:00",3177,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,34.5,4.97,1.19,33.1,0
"3134",3134,"2019-12-29 15:00:00",3178,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,34.5,4.97,1.19,33.1,0
"3135",3135,"2019-12-29 15:00:00",3179,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,34.5,4.97,1.19,33.1,0
"3136",3136,"2019-12-29 15:00:00",3180,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,34.5,4.97,1.19,33.1,0
"3137",3137,"2019-12-29 16:00:00",3181,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,37.9,6.32,1.66,30.2,0
"3138",3138,"2019-12-29 16:00:00",3182,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,37.9,6.32,1.66,30.2,0
"3139",3139,"2019-12-29 16:00:00",3183,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,37.9,6.32,1.66,30.2,0
"3140",3140,"2019-12-29 16:00:00",3184,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,37.9,6.32,1.66,30.2,0
"3141",3141,"2019-12-29 17:00:00",3185,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,43.5,9.62,4.62,28.2,0
"3142",3142,"2019-12-29 17:00:00",3186,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,43.5,9.62,4.62,28.2,0
"3143",3143,"2019-12-29 17:00:00",3187,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,43.5,9.62,4.62,28.2,0
"3144",3144,"2019-12-29 17:00:00",3188,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,43.5,9.62,4.62,28.2,0
"3145",3145,"2019-12-29 18:00:00",3189,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,48.8,12.7,6.87,26.9,0
"3146",3146,"2019-12-29 18:00:00",3190,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,48.8,12.7,6.87,26.9,0
"3147",3147,"2019-12-29 18:00:00",3191,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,48.8,12.7,6.87,26.9,0
"3148",3148,"2019-12-29 18:00:00",3192,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,48.8,12.7,6.87,26.9,0
"3149",3149,"2019-12-29 19:00:00",3193,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,44.2,12,6.25,25.8,0
"3150",3150,"2019-12-29 19:00:00",3194,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,44.2,12,6.25,25.8,0
"3151",3151,"2019-12-29 19:00:00",3195,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,44.2,12,6.25,25.8,0
"3152",3152,"2019-12-29 19:00:00",3196,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,44.2,12,6.25,25.8,0
"3153",3153,"2019-12-29 20:00:00",3197,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,52,14.7,7.35,23.8,0
"3154",3154,"2019-12-29 20:00:00",3198,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,52,14.7,7.35,23.8,0
"3155",3155,"2019-12-29 20:00:00",3199,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,52,14.7,7.35,23.8,0
"3156",3156,"2019-12-29 20:00:00",3200,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,52,14.7,7.35,23.8,0
"3157",3157,"2019-12-29 21:00:00",3201,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,54.4,11.7,5.87,21.7,0
"3158",3158,"2019-12-29 21:00:00",3202,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,54.4,11.7,5.87,21.7,0
"3159",3159,"2019-12-29 21:00:00",3203,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,54.4,11.7,5.87,21.7,0
"3160",3160,"2019-12-29 21:00:00",3204,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,54.4,11.7,5.87,21.7,0
"3161",3161,"2019-12-29 22:00:00",3205,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,54.7,10.6,4.97,20.3,0
"3162",3162,"2019-12-29 22:00:00",3206,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,54.7,10.6,4.97,20.3,0
"3163",3163,"2019-12-29 22:00:00",3207,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,54.7,10.6,4.97,20.3,0
"3164",3164,"2019-12-29 22:00:00",3208,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,54.7,10.6,4.97,20.3,0
"3165",3165,"2019-12-29 23:00:00",3209,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,52.4,7.72,3.28,19.7,0
"3166",3166,"2019-12-29 23:00:00",3210,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,52.4,7.72,3.28,19.7,0
"3167",3167,"2019-12-29 23:00:00",3211,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,52.4,7.72,3.28,19.7,0
"3168",3168,"2019-12-29 23:00:00",3212,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-29",145,20,52.4,7.72,3.28,19.7,0
"3169",3169,"2019-12-30 00:00:00",3213,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,53.1,7.28,2.54,18.7,0
"3170",3170,"2019-12-30 00:00:00",3214,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,53.1,7.28,2.54,18.7,0
"3171",3171,"2019-12-30 00:00:00",3215,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,53.1,7.28,2.54,18.7,0
"3172",3172,"2019-12-30 00:00:00",3216,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,53.1,7.28,2.54,18.7,0
"3173",3173,"2019-12-30 01:00:00",3217,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,52.3,6.62,2.13,17.8,0
"3174",3174,"2019-12-30 01:00:00",3218,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,52.3,6.62,2.13,17.8,0
"3175",3175,"2019-12-30 01:00:00",3219,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,52.3,6.62,2.13,17.8,0
"3176",3176,"2019-12-30 01:00:00",3220,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,52.3,6.62,2.13,17.8,0
"3177",3177,"2019-12-30 02:00:00",3221,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,50.8,6.78,2.31,17.7,0
"3178",3178,"2019-12-30 02:00:00",3222,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,50.8,6.78,2.31,17.7,0
"3179",3179,"2019-12-30 02:00:00",3223,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,50.8,6.78,2.31,17.7,0
"3180",3180,"2019-12-30 02:00:00",3224,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,50.8,6.78,2.31,17.7,0
"3181",3181,"2019-12-30 03:00:00",3225,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,49.4,5.1,1.25,17.8,0
"3182",3182,"2019-12-30 03:00:00",3226,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,49.4,5.1,1.25,17.8,0
"3183",3183,"2019-12-30 03:00:00",3227,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,49.4,5.1,1.25,17.8,0
"3184",3184,"2019-12-30 03:00:00",3228,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,49.4,5.1,1.25,17.8,0
"3185",3185,"2019-12-30 04:00:00",3229,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,45.4,5.82,1.69,18.7,0
"3186",3186,"2019-12-30 04:00:00",3230,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,45.4,5.82,1.69,18.7,0
"3187",3187,"2019-12-30 04:00:00",3231,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,45.4,5.82,1.69,18.7,0
"3188",3188,"2019-12-30 04:00:00",3232,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,45.4,5.82,1.69,18.7,0
"3189",3189,"2019-12-30 05:00:00",3233,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.3,5.18,1.16,18.3,0
"3190",3190,"2019-12-30 05:00:00",3234,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.3,5.18,1.16,18.3,0
"3191",3191,"2019-12-30 05:00:00",3235,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.3,5.18,1.16,18.3,0
"3192",3192,"2019-12-30 05:00:00",3236,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.3,5.18,1.16,18.3,0
"3193",3193,"2019-12-30 06:00:00",3237,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.6,6.13,2.09,18.2,0
"3194",3194,"2019-12-30 06:00:00",3238,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.6,6.13,2.09,18.2,0
"3195",3195,"2019-12-30 06:00:00",3239,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.6,6.13,2.09,18.2,0
"3196",3196,"2019-12-30 06:00:00",3240,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.6,6.13,2.09,18.2,0
"3197",3197,"2019-12-30 07:00:00",3241,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.9,5.88,1.71,18.1,0
"3198",3198,"2019-12-30 07:00:00",3242,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.9,5.88,1.71,18.1,0
"3199",3199,"2019-12-30 07:00:00",3243,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.9,5.88,1.71,18.1,0
"3200",3200,"2019-12-30 07:00:00",3244,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,46.9,5.88,1.71,18.1,0
"3201",3201,"2019-12-30 08:00:00",3245,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,42.4,7.34,1.97,20.9,0
"3202",3202,"2019-12-30 08:00:00",3246,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,42.4,7.34,1.97,20.9,0
"3203",3203,"2019-12-30 08:00:00",3247,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,42.4,7.34,1.97,20.9,0
"3204",3204,"2019-12-30 08:00:00",3248,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,42.4,7.34,1.97,20.9,0
"3205",3205,"2019-12-30 09:00:00",3249,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,35.2,7.79,3.25,26.8,0
"3206",3206,"2019-12-30 09:00:00",3250,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,35.2,7.79,3.25,26.8,0
"3207",3207,"2019-12-30 09:00:00",3251,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,35.2,7.79,3.25,26.8,0
"3208",3208,"2019-12-30 09:00:00",3252,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,35.2,7.79,3.25,26.8,0
"3209",3209,"2019-12-30 10:00:00",3253,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,32.3,6.75,2.32,29.6,0
"3210",3210,"2019-12-30 10:00:00",3254,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,32.3,6.75,2.32,29.6,0
"3211",3211,"2019-12-30 10:00:00",3255,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,32.3,6.75,2.32,29.6,0
"3212",3212,"2019-12-30 10:00:00",3256,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,32.3,6.75,2.32,29.6,0
"3213",3213,"2019-12-30 11:00:00",3257,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,28.1,6.72,2.44,34.6,0
"3214",3214,"2019-12-30 11:00:00",3258,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,28.1,6.72,2.44,34.6,0
"3215",3215,"2019-12-30 11:00:00",3259,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,28.1,6.72,2.44,34.6,0
"3216",3216,"2019-12-30 11:00:00",3260,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,28.1,6.72,2.44,34.6,0
"3217",3217,"2019-12-30 12:00:00",3261,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,22.1,7.4,3.87,43.7,0
"3218",3218,"2019-12-30 12:00:00",3262,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,22.1,7.4,3.87,43.7,0
"3219",3219,"2019-12-30 12:00:00",3263,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,22.1,7.4,3.87,43.7,0
"3220",3220,"2019-12-30 12:00:00",3264,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,22.1,7.4,3.87,43.7,0
"3221",3221,"2019-12-30 13:00:00",3265,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,20.5,3.93,0.919,42.5,0
"3222",3222,"2019-12-30 13:00:00",3266,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,20.5,3.93,0.919,42.5,0
"3223",3223,"2019-12-30 13:00:00",3267,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,20.5,3.93,0.919,42.5,0
"3224",3224,"2019-12-30 13:00:00",3268,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,20.5,3.93,0.919,42.5,0
"3225",3225,"2019-12-30 14:00:00",3269,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,22.9,3.18,0.419,36.8,0
"3226",3226,"2019-12-30 14:00:00",3270,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,22.9,3.18,0.419,36.8,0
"3227",3227,"2019-12-30 14:00:00",3271,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,22.9,3.18,0.419,36.8,0
"3228",3228,"2019-12-30 14:00:00",3272,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,22.9,3.18,0.419,36.8,0
"3229",3229,"2019-12-30 15:00:00",3273,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,23.7,3.17,0.375,36.6,0
"3230",3230,"2019-12-30 15:00:00",3274,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,23.7,3.17,0.375,36.6,0
"3231",3231,"2019-12-30 15:00:00",3275,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,23.7,3.17,0.375,36.6,0
"3232",3232,"2019-12-30 15:00:00",3276,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,23.7,3.17,0.375,36.6,0
"3233",3233,"2019-12-30 16:00:00",3277,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,25.5,4.25,0.919,33.4,0
"3234",3234,"2019-12-30 16:00:00",3278,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,25.5,4.25,0.919,33.4,0
"3235",3235,"2019-12-30 16:00:00",3279,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,25.5,4.25,0.919,33.4,0
"3236",3236,"2019-12-30 16:00:00",3280,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,25.5,4.25,0.919,33.4,0
"3237",3237,"2019-12-30 17:00:00",3281,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,29.1,6.16,1.71,30.7,0
"3238",3238,"2019-12-30 17:00:00",3282,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,29.1,6.16,1.71,30.7,0
"3239",3239,"2019-12-30 17:00:00",3283,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,29.1,6.16,1.71,30.7,0
"3240",3240,"2019-12-30 17:00:00",3284,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,29.1,6.16,1.71,30.7,0
"3241",3241,"2019-12-30 18:00:00",3285,"STRIVE Prep Kepner (AWCJB9CN_2.2)","Clarity",39.69954,-105.02938,"2019-08-06","2019-12-30",146,20,32.6,6.88,1.91,29.3,0
