InstrumentName, Canary-DN-2,,,,,,
StartTime, 2020-08-01 00:00:00,,,,,,
EndTime, 2020-08-31 23:59:59,,,,,,
Date,IH,IT,P,TVOC,TVOC_Cal,WD,WS
08/05/2020 18:56:00.000000,30.7,79.57,840.8,0.191,,270.0,0.0
08/05/2020 18:57:01.000000,30.67,79.57,840.83,0.224,,270.0,0.0
08/05/2020 18:58:00.000000,30.69,79.56,840.93,0.227,,270.0,0.0
08/05/2020 18:59:00.000000,30.65,79.57,840.92,0.21,,270.0,0.0
08/05/2020 19:00:27.000000,30.62,79.56,840.92,0.231,,270.0,0.0
08/05/2020 19:01:00.000000,30.5,79.65,840.94,0.218,,270.0,0.0
08/05/2020 19:02:00.000000,30.46,79.68,840.99,0.268,,270.0,0.0
08/05/2020 19:03:01.000000,30.42,79.68,840.93,0.273,,270.0,0.0
08/05/2020 19:04:01.000000,30.33,79.66,840.91,0.209,,270.0,0.0
08/05/2020 19:05:02.000000,30.36,79.66,840.89,0.242,,270.0,0.0
08/05/2020 19:06:02.000000,30.34,79.65,840.89,0.267,,270.0,0.0
08/05/2020 19:07:00.000000,30.32,79.63,840.85,0.249,,120.4,0.0
08/05/2020 19:08:02.000000,30.34,79.65,840.84,0.251,,270.0,0.0
08/05/2020 19:09:01.000000,30.28,79.66,840.82,0.227,,270.0,0.0
08/05/2020 19:10:02.000000,30.29,79.65,840.82,0.217,,270.0,0.0
08/05/2020 19:11:01.000000,30.28,79.65,840.75,0.209,,270.0,0.0
08/05/2020 19:12:02.000000,30.27,79.63,840.74,0.233,,270.0,0.0
08/05/2020 19:13:01.000000,30.29,79.61,840.69,0.232,,270.0,0.0
08/05/2020 19:14:01.000000,30.27,79.61,840.66,0.224,,87.6,0.0
08/05/2020 19:15:00.000000,30.27,79.63,840.61,0.233,,270.0,0.0
08/05/2020 19:16:01.000000,30.25,79.65,840.61,0.234,,270.0,0.0
08/05/2020 19:17:02.000000,30.28,79.65,840.59,0.227,,270.0,0.0
08/05/2020 19:18:02.000000,30.26,79.65,840.57,0.24,,270.0,0.0
08/05/2020 19:19:00.000000,30.26,79.63,840.55,0.234,,270.0,0.0
08/05/2020 19:20:01.000000,30.27,79.63,840.59,0.23,,270.0,0.0
08/05/2020 19:21:02.000000,30.24,79.63,840.6,0.23,,270.0,0.0
08/05/2020 19:22:00.000000,30.21,79.63,840.57,0.236,,270.0,0.0
08/05/2020 19:23:02.000000,30.21,79.61,840.52,0.226,,270.0,0.0
08/05/2020 19:24:00.000000,30.18,79.61,840.5,0.241,,270.0,0.0
08/05/2020 19:25:01.000000,30.18,79.61,840.53,0.238,,270.0,0.0
08/05/2020 19:27:02.000000,30.1,79.65,840.52,0.225,,115.7,0.0
08/05/2020 19:28:02.000000,30.09,79.65,840.49,0.232,,270.0,0.0
08/05/2020 19:29:01.000000,30.06,79.66,840.51,0.215,,270.0,0.0
08/05/2020 19:30:01.000000,30.04,79.66,840.51,0.226,,270.0,0.0
08/05/2020 19:31:02.000000,30.03,79.65,840.5,0.221,,270.0,0.0
08/05/2020 19:32:01.000000,29.96,79.65,840.49,0.239,,270.0,0.0
08/05/2020 19:33:00.000000,29.85,79.72,840.48,0.21,,-1.0,-1.0
08/05/2020 19:34:01.000000,29.76,79.81,840.47,0.218,,270.0,0.0
08/05/2020 19:35:01.000000,29.66,79.84,840.49,0.221,,117.96,0.01
08/05/2020 19:36:02.000000,29.67,79.83,840.5,0.233,,180.0,0.0
08/05/2020 19:37:01.000000,29.61,79.84,840.47,0.224,,180.0,0.0
08/05/2020 19:38:02.000000,29.61,79.83,840.46,0.23,,180.0,0.0
08/05/2020 19:39:01.000000,29.51,79.83,840.45,0.24,,180.0,0.0
08/05/2020 19:40:01.000000,29.5,79.84,840.43,0.236,,142.3,0.0
08/05/2020 19:41:02.000000,29.44,79.84,840.41,0.24,,180.0,0.0
08/05/2020 19:42:00.000000,29.42,79.83,840.37,0.22,,180.0,0.0
08/05/2020 19:43:00.000000,29.31,79.81,840.37,0.212,,180.0,0.0
08/05/2020 19:44:01.000000,29.26,79.81,840.31,0.233,,100.1,0.0
08/05/2020 19:45:02.000000,29.21,79.77,840.28,0.245,,180.0,0.0
08/05/2020 19:46:02.000000,29.09,79.77,840.24,0.218,,180.0,0.0
08/05/2020 19:47:01.000000,28.92,79.77,840.24,0.223,,180.0,0.0
08/05/2020 19:48:00.000000,28.92,79.77,840.17,0.208,,180.0,0.0
08/05/2020 19:49:00.000000,28.87,79.79,840.16,0.219,,180.0,0.0
08/05/2020 19:50:02.000000,28.76,79.81,840.15,0.235,,180.0,0.0
08/05/2020 19:51:01.000000,28.73,79.81,840.14,0.199,,180.0,0.0
08/05/2020 19:52:00.000000,28.67,79.81,840.13,0.23,,180.0,0.0
08/05/2020 19:53:01.000000,28.55,79.81,840.1,0.237,,114.8,0.0
08/05/2020 19:54:01.000000,28.51,79.79,840.07,0.228,,128.8,0.0
08/05/2020 19:55:02.000000,28.44,79.79,840.14,0.212,,102.1,0.0
08/05/2020 19:56:02.000000,28.42,79.77,840.11,0.24,,180.0,0.0
08/05/2020 19:57:02.000000,28.35,79.75,840.16,0.233,,180.0,0.0
08/05/2020 19:58:02.000000,28.34,79.74,840.13,0.229,,180.0,0.0
08/05/2020 19:59:02.000000,28.28,79.74,840.17,0.256,,180.0,0.0
08/05/2020 20:00:00.000000,28.19,79.77,840.18,0.217,,180.0,0.0
08/05/2020 20:01:00.000000,28.01,79.9,840.17,0.193,,180.0,0.0
08/05/2020 20:02:01.000000,27.94,79.95,840.18,0.186,,180.0,0.0
08/05/2020 20:03:01.000000,27.88,79.95,840.17,0.197,,180.0,0.0
08/05/2020 20:04:00.000000,27.81,79.93,840.14,0.215,,180.0,0.0
08/05/2020 20:05:02.000000,27.74,79.92,840.12,0.251,,112.12,0.01
08/05/2020 20:06:01.000000,27.66,79.92,840.12,0.226,,90.0,0.0
08/05/2020 20:07:01.000000,27.66,79.9,840.11,0.227,,90.0,0.0
08/05/2020 20:08:00.000000,27.58,79.93,840.13,0.218,,90.0,0.0
08/05/2020 20:09:00.000000,27.51,79.95,840.13,0.218,,90.0,0.0
08/05/2020 20:10:01.000000,27.57,79.93,840.09,0.213,,90.0,0.0
08/05/2020 20:11:00.000000,27.56,79.9,840.05,0.215,,90.0,0.0
08/05/2020 20:12:00.000000,27.57,79.86,840.07,0.215,,90.0,0.0
08/05/2020 20:13:01.000000,27.55,79.84,840.04,0.214,,90.0,0.0
08/05/2020 20:14:01.000000,27.55,79.83,840.05,0.218,,90.0,0.0
08/05/2020 20:15:02.000000,27.59,79.79,840.06,0.217,,90.0,0.0
08/05/2020 20:16:01.000000,27.61,79.77,840.03,0.219,,90.0,0.0
08/05/2020 20:17:00.000000,27.61,79.77,840.02,0.219,,90.0,0.0
08/05/2020 20:18:00.000000,27.58,79.77,840.0,0.215,,90.0,0.0
08/05/2020 20:19:01.000000,27.61,79.77,840.02,0.218,,90.0,0.0
08/05/2020 20:20:00.000000,27.61,79.77,840.02,0.216,,90.0,0.0
08/05/2020 20:21:02.000000,27.58,79.75,840.0,0.22,,90.0,0.0
08/05/2020 20:22:01.000000,27.6,79.74,839.99,0.216,,90.0,0.0
08/05/2020 20:23:02.000000,27.56,79.74,839.95,0.214,,90.0,0.0
08/05/2020 20:24:00.000000,27.56,79.74,839.95,0.21,,90.0,0.0
08/05/2020 20:25:01.000000,27.57,79.72,839.92,0.212,,90.0,0.0
08/05/2020 20:26:01.000000,27.58,79.72,839.9,0.214,,90.0,0.0
08/05/2020 20:27:00.000000,27.49,79.72,839.88,0.224,,90.0,0.0
08/05/2020 20:28:01.000000,27.52,79.72,839.81,0.224,,90.0,0.0
08/05/2020 20:29:01.000000,27.53,79.72,839.8,0.2,,90.0,0.0
08/05/2020 20:30:02.000000,27.47,79.74,839.8,0.191,,90.0,0.0
08/05/2020 20:31:02.000000,27.44,79.75,839.76,0.242,,110.3,0.01
08/05/2020 20:32:02.000000,27.39,79.75,839.69,0.209,,90.0,0.0
08/05/2020 20:33:02.000000,27.42,79.75,839.69,0.216,,90.0,0.0
08/05/2020 20:34:02.000000,27.36,79.74,839.69,0.22,,90.0,0.0
08/05/2020 20:35:03.000000,27.32,79.74,839.66,0.213,,104.7,0.0
08/05/2020 20:36:02.000000,27.32,79.74,839.64,0.229,,104.7,0.0
08/05/2020 20:37:02.000000,27.31,79.74,839.64,0.202,,90.0,0.0
08/05/2020 20:38:02.000000,27.31,79.72,839.6,0.218,,90.0,0.0
08/05/2020 20:39:01.000000,27.31,79.74,839.6,0.218,,90.0,0.0
08/05/2020 20:40:00.000000,27.31,79.74,839.59,0.227,,90.0,0.0
08/05/2020 20:41:02.000000,27.27,79.75,839.63,0.212,,90.0,0.0
08/05/2020 20:42:02.000000,27.27,79.75,839.6,0.222,,90.0,0.0
08/05/2020 20:43:00.000000,27.25,79.74,839.61,0.191,,90.0,0.0
08/05/2020 20:44:00.000000,27.27,79.74,839.56,0.177,,90.0,0.0
08/05/2020 20:45:00.000000,27.22,79.74,839.6,0.176,,90.0,0.0
08/05/2020 20:46:02.000000,27.18,79.74,839.57,0.185,,90.0,0.0
08/05/2020 20:47:01.000000,27.23,79.75,839.6,0.227,,90.0,0.0
08/05/2020 20:48:02.000000,27.24,79.74,839.62,0.211,,90.0,0.0
08/05/2020 20:49:02.000000,27.22,79.75,839.63,0.199,,90.0,0.0
08/05/2020 20:50:01.000000,27.22,79.77,839.56,0.239,,90.0,0.0
08/05/2020 20:51:02.000000,27.19,79.79,839.56,0.191,,105.59,0.01
08/05/2020 20:52:00.000000,27.19,79.79,839.54,0.223,,90.0,0.0
08/05/2020 20:53:02.000000,27.17,79.79,839.52,0.208,,90.0,0.0
08/05/2020 20:54:00.000000,27.14,79.81,839.47,0.247,,90.0,0.0
08/05/2020 20:55:00.000000,27.17,79.81,839.4,0.219,,145.1,0.01
08/05/2020 20:56:01.000000,27.14,79.81,839.4,0.25,,90.0,0.0
08/05/2020 20:57:01.000000,27.14,79.81,839.4,0.232,,113.9,0.0
08/05/2020 20:58:02.000000,27.1,79.81,839.43,0.207,,90.0,0.0
08/05/2020 20:59:01.000000,27.11,79.79,839.4,0.209,,90.0,0.0
08/05/2020 21:00:00.000000,27.08,79.81,839.39,0.206,,90.0,0.0
08/05/2020 21:01:02.000000,26.98,79.93,839.4,0.255,,90.0,0.0
08/05/2020 21:02:01.000000,26.91,79.99,839.38,0.227,,90.0,0.0
08/05/2020 21:03:00.000000,26.88,80.01,839.36,0.214,,90.0,0.0
08/05/2020 21:04:01.000000,26.89,79.99,839.39,0.215,,90.0,0.0
08/05/2020 21:05:02.000000,26.91,79.97,839.42,0.202,,90.0,0.0
08/05/2020 21:06:00.000000,26.92,79.97,839.4,0.184,,90.0,0.0
08/05/2020 21:07:01.000000,26.91,79.95,839.44,0.192,,90.0,0.0
08/05/2020 21:08:01.000000,26.89,79.95,839.47,0.213,,90.0,0.0
08/05/2020 21:09:01.000000,26.85,79.95,839.5,0.221,,90.0,0.0
08/05/2020 21:10:01.000000,26.85,79.97,839.5,0.206,,90.0,0.0
08/05/2020 21:11:01.000000,26.87,79.99,839.51,0.217,,90.0,0.0
08/05/2020 21:12:01.000000,26.81,79.95,839.51,0.211,,90.0,0.0
08/05/2020 21:13:02.000000,26.85,79.95,839.47,0.216,,90.0,0.0
08/05/2020 21:14:01.000000,26.85,79.95,839.42,0.215,,90.0,0.0
08/05/2020 21:15:01.000000,26.86,79.93,839.46,0.219,,90.0,0.0
08/05/2020 21:16:00.000000,26.91,79.92,839.49,0.21,,90.0,0.0
08/05/2020 21:17:01.000000,26.92,79.9,839.5,0.204,,90.0,0.0
08/05/2020 21:18:02.000000,26.96,79.9,839.49,0.211,,109.4,0.01
08/05/2020 21:19:01.000000,26.94,79.92,839.53,0.209,,90.0,0.0
08/05/2020 21:20:01.000000,26.9,79.9,839.53,0.212,,127.1,0.0
08/05/2020 21:21:00.000000,26.91,79.92,839.49,0.204,,90.0,0.0
08/05/2020 21:22:01.000000,26.9,79.92,839.5,0.208,,90.0,0.0
08/05/2020 21:23:02.000000,26.92,79.9,839.5,0.223,,90.0,0.0
08/05/2020 21:24:02.000000,26.91,79.9,839.52,0.219,,90.0,0.0
08/05/2020 21:25:00.000000,26.88,79.95,839.61,0.217,,90.0,0.0
08/05/2020 21:26:00.000000,26.88,79.95,839.63,0.21,,90.0,0.0
08/05/2020 21:27:02.000000,26.85,79.93,839.71,0.217,,90.0,0.0
08/05/2020 21:28:01.000000,26.82,79.93,839.65,0.218,,90.0,0.0
08/05/2020 21:29:02.000000,26.85,79.93,839.61,0.215,,90.0,0.0
08/05/2020 21:30:02.000000,26.81,79.92,839.69,0.206,,90.0,0.0
08/05/2020 21:31:00.000000,26.78,79.93,839.75,0.213,,90.0,0.0
08/05/2020 21:32:01.000000,26.81,79.95,839.76,0.21,,90.0,0.0
08/05/2020 21:33:01.000000,26.9,79.97,839.8,0.207,,90.0,0.0
08/05/2020 21:34:00.000000,27.08,79.95,839.73,0.211,,90.0,0.0
08/05/2020 21:35:01.000000,27.27,79.95,839.8,0.208,,90.0,0.0
08/05/2020 21:36:01.000000,27.49,79.93,839.79,0.216,,90.0,0.0
08/05/2020 21:37:01.000000,27.58,79.93,839.75,0.21,,90.0,0.0
08/05/2020 21:38:02.000000,27.75,79.92,839.71,0.213,,90.0,0.0
08/05/2020 21:39:00.000000,27.93,79.92,839.75,0.215,,90.0,0.0
08/05/2020 21:40:01.000000,28.1,79.9,839.74,0.22,,90.0,0.0
08/05/2020 21:41:00.000000,28.22,79.9,839.71,0.209,,90.0,0.0
08/05/2020 21:42:01.000000,28.4,79.88,839.69,0.217,,119.8,0.0
08/05/2020 21:43:00.000000,28.53,79.88,839.77,0.211,,90.0,0.0
08/05/2020 21:44:00.000000,28.65,79.86,839.76,0.214,,90.0,0.0
08/05/2020 21:45:02.000000,28.78,79.86,839.77,0.181,,90.0,0.0
08/05/2020 21:46:01.000000,28.99,79.84,839.75,0.199,,90.0,0.0
08/05/2020 21:47:01.000000,29.1,79.84,839.69,0.251,,90.0,0.0
08/05/2020 21:48:00.000000,29.2,79.86,839.5,0.252,,90.0,0.0
08/05/2020 21:49:01.000000,29.25,79.86,839.52,0.205,,90.0,0.0
08/05/2020 21:50:01.000000,29.32,79.86,839.51,0.174,,90.0,0.0
08/05/2020 21:51:00.000000,29.53,79.84,839.43,0.171,,90.0,0.0
08/05/2020 21:52:01.000000,29.57,79.84,839.64,0.185,,90.0,0.0
08/05/2020 21:53:01.000000,29.73,79.84,839.64,0.203,,90.0,0.0
08/05/2020 21:54:01.000000,29.81,79.84,839.71,0.212,,90.0,0.0
08/05/2020 21:55:01.000000,29.89,79.83,839.75,0.198,,90.0,0.0
08/05/2020 21:56:00.000000,30.04,79.83,839.83,0.202,,90.0,0.0
08/05/2020 21:57:01.000000,30.19,79.81,839.85,0.192,,90.0,0.0
08/05/2020 21:58:01.000000,30.31,79.79,839.94,0.17,,90.0,0.0
08/05/2020 21:59:02.000000,30.35,79.79,840.01,0.222,,90.0,0.0
08/05/2020 22:00:26.000000,30.4,79.79,840.02,0.209,,90.0,0.0
08/05/2020 22:01:02.000000,30.34,79.88,840.13,0.201,,90.0,0.0
08/05/2020 22:02:02.000000,30.41,79.92,840.2,0.233,,90.0,0.0
08/05/2020 22:03:02.000000,30.4,79.95,840.17,0.2,,90.0,0.0
08/05/2020 22:04:00.000000,30.55,79.95,840.23,0.219,,90.0,0.0
08/05/2020 22:05:01.000000,30.61,79.93,840.25,0.223,,90.0,0.0
08/05/2020 22:06:02.000000,30.63,79.9,840.27,0.206,,90.0,0.0
08/05/2020 22:07:01.000000,30.87,79.88,840.38,0.226,,90.0,0.0
08/05/2020 22:08:01.000000,30.91,79.88,840.49,0.205,,90.0,0.0
08/05/2020 22:09:01.000000,30.9,79.88,840.57,0.2,,90.0,0.0
08/05/2020 22:10:02.000000,30.93,79.86,840.59,0.214,,90.0,0.0
08/05/2020 22:11:00.000000,30.99,79.84,840.63,0.224,,90.0,0.0
08/05/2020 22:12:00.000000,30.97,79.84,840.74,0.205,,90.0,0.0
08/05/2020 22:13:01.000000,31.04,79.84,840.72,0.226,,90.0,0.0
08/05/2020 22:14:01.000000,31.01,79.83,840.7,0.208,,90.0,0.0
08/05/2020 22:15:02.000000,31.04,79.81,840.63,0.208,,90.0,0.0
08/05/2020 22:16:01.000000,31.03,79.79,840.66,0.218,,90.0,0.0
08/05/2020 22:17:00.000000,31.05,79.79,840.59,0.219,,90.0,0.0
08/05/2020 22:18:00.000000,31.08,79.77,840.72,0.216,,90.0,0.0
08/05/2020 22:19:01.000000,31.12,79.77,840.66,0.215,,90.0,0.0
08/05/2020 22:20:01.000000,31.12,79.75,840.65,0.183,,90.0,0.0
08/05/2020 22:21:02.000000,31.13,79.74,840.53,0.223,,90.0,0.0
08/05/2020 22:22:02.000000,31.24,79.74,840.61,0.211,,105.6,0.0
08/05/2020 22:23:02.000000,31.26,79.74,840.56,0.218,,90.0,0.0
08/05/2020 22:24:01.000000,31.25,79.77,840.54,0.219,,90.0,0.0
08/05/2020 22:25:01.000000,31.25,79.79,840.67,0.204,,90.0,0.0
08/05/2020 22:26:01.000000,31.27,79.79,840.65,0.224,,90.0,0.0
08/05/2020 22:27:02.000000,31.26,79.75,840.67,0.21,,90.0,0.0
08/05/2020 22:28:02.000000,31.27,79.75,840.71,0.232,,90.0,0.0
08/05/2020 22:29:00.000000,31.27,79.74,840.78,0.216,,90.0,0.0
08/05/2020 22:30:03.000000,31.29,79.72,840.82,0.222,,90.0,0.0
08/05/2020 22:31:01.000000,31.29,79.7,840.89,0.239,,90.0,0.0
08/05/2020 22:32:01.000000,31.26,79.68,840.91,0.236,,90.0,0.0
08/05/2020 22:33:00.000000,31.25,79.68,840.94,0.229,,90.0,0.0
08/05/2020 22:34:01.000000,31.25,79.68,840.96,0.245,,90.0,0.0
08/05/2020 22:35:01.000000,31.2,79.68,841.1,0.233,,90.0,0.0
08/05/2020 22:36:01.000000,31.19,79.66,841.07,0.181,,90.0,0.0
08/05/2020 22:37:02.000000,31.2,79.66,841.15,0.221,,90.0,0.0
08/05/2020 22:38:01.000000,31.16,79.65,841.1,0.218,,119.8,0.0
08/05/2020 22:39:00.000000,31.13,79.65,841.16,0.186,,90.0,0.0
08/05/2020 22:40:00.000000,31.14,79.63,841.18,0.187,,104.7,0.0
08/05/2020 22:41:02.000000,31.14,79.61,841.19,0.209,,90.0,0.0
08/05/2020 22:42:02.000000,31.13,79.59,841.16,0.174,,182.0,0.0
08/05/2020 22:43:00.000000,31.13,79.57,841.09,0.22,,90.0,0.0
08/05/2020 22:44:01.000000,31.13,79.56,841.08,0.189,,90.0,0.0
08/05/2020 22:45:01.000000,31.14,79.54,841.02,0.206,,90.0,0.0
08/05/2020 22:46:02.000000,31.16,79.52,840.95,0.243,,90.0,0.0
08/05/2020 22:47:02.000000,31.19,79.5,840.89,0.253,,90.0,0.0
08/05/2020 22:48:03.000000,31.24,79.47,840.85,0.218,,90.0,0.0
08/05/2020 22:49:02.000000,31.25,79.47,840.81,0.174,,90.0,0.0
08/05/2020 22:50:00.000000,31.25,79.45,840.78,0.182,,90.0,0.0
08/05/2020 22:51:02.000000,31.29,79.45,840.8,0.211,,90.0,0.0
08/05/2020 22:52:02.000000,31.28,79.43,840.81,0.233,,90.0,0.0
08/05/2020 22:53:02.000000,31.27,79.47,840.83,0.251,,90.0,0.0
08/05/2020 22:54:01.000000,31.27,79.48,840.86,0.185,,90.0,0.0
08/05/2020 22:55:01.000000,31.27,79.48,840.86,0.208,,90.0,0.0
08/05/2020 22:56:01.000000,31.27,79.48,840.87,0.229,,90.0,0.0
08/05/2020 22:57:01.000000,31.27,79.52,840.9,0.199,,90.0,0.0
08/05/2020 22:58:01.000000,31.27,79.5,840.84,0.196,,90.0,0.0
08/05/2020 22:59:02.000000,31.26,79.54,840.86,0.2,,90.0,0.0
08/05/2020 23:00:01.000000,31.25,79.56,840.83,0.178,,90.0,0.0
08/05/2020 23:01:00.000000,31.12,79.72,840.81,0.225,,90.0,0.0
08/05/2020 23:02:02.000000,31.04,79.81,840.82,0.259,,90.0,0.0
08/05/2020 23:03:01.000000,31.02,79.84,840.74,0.215,,90.0,0.0
08/05/2020 23:04:02.000000,31.02,79.84,840.66,0.216,,90.0,0.0
08/05/2020 23:05:02.000000,31.04,79.84,840.63,0.223,,90.0,0.0
08/05/2020 23:06:00.000000,31.06,79.84,840.47,0.243,,90.0,0.0
08/05/2020 23:07:02.000000,31.07,79.86,840.38,0.221,,90.0,0.0
08/05/2020 23:08:01.000000,31.07,79.86,840.29,0.177,,90.0,0.0
08/05/2020 23:09:01.000000,31.06,79.9,840.17,0.245,,90.0,0.0
08/05/2020 23:10:01.000000,31.06,79.92,840.12,0.22,,90.0,0.0
08/05/2020 23:11:01.000000,31.06,79.93,840.06,0.24,,90.0,0.0
08/05/2020 23:12:01.000000,31.06,79.95,840.0,0.256,,90.0,0.0
08/05/2020 23:13:01.000000,31.06,79.95,839.99,0.213,,90.0,0.0
08/05/2020 23:14:00.000000,31.06,79.97,839.97,0.222,,90.0,0.0
08/05/2020 23:15:01.000000,31.05,80.01,839.97,0.254,,90.0,0.0
08/05/2020 23:16:01.000000,31.05,80.02,839.99,0.212,,90.0,0.0
08/05/2020 23:17:01.000000,31.05,80.04,840.0,0.259,,90.0,0.0
08/05/2020 23:18:01.000000,31.04,80.08,840.03,0.257,,90.0,0.0
08/05/2020 23:19:00.000000,31.05,80.11,840.06,0.263,,90.0,0.0
08/05/2020 23:20:02.000000,31.04,80.13,840.07,0.245,,90.0,0.0
08/05/2020 23:21:00.000000,31.04,80.15,840.11,0.205,,90.0,0.0
08/05/2020 23:22:00.000000,31.05,80.19,840.2,0.221,,90.0,0.0
08/05/2020 23:23:01.000000,31.04,80.22,840.24,0.225,,90.0,0.0
08/05/2020 23:24:02.000000,31.04,80.24,840.28,0.245,,90.0,0.0
08/05/2020 23:25:02.000000,31.03,80.26,840.34,0.219,,90.0,0.0
08/05/2020 23:26:01.000000,31.03,80.29,840.36,0.231,,90.0,0.0
08/05/2020 23:27:02.000000,30.98,80.37,840.39,0.225,,90.0,0.0
08/05/2020 23:28:02.000000,30.94,80.42,840.39,0.225,,90.0,0.0
08/05/2020 23:29:01.000000,30.92,80.47,840.41,0.248,,90.0,0.0
08/05/2020 23:30:00.000000,30.92,80.49,840.42,0.229,,90.0,0.0
08/05/2020 23:31:03.000000,30.92,80.51,840.39,0.242,,90.0,0.0
08/05/2020 23:32:03.000000,30.92,80.53,840.35,0.234,,90.0,0.0
08/05/2020 23:33:01.000000,30.91,80.55,840.33,0.243,,90.0,0.0
08/05/2020 23:34:01.000000,30.9,80.56,840.27,0.235,,90.0,0.0
08/05/2020 23:35:01.000000,30.9,80.58,840.22,0.242,,90.0,0.0
08/05/2020 23:36:00.000000,30.89,80.6,840.22,0.24,,90.0,0.0
08/05/2020 23:37:01.000000,30.89,80.64,840.18,0.243,,90.0,0.0
08/05/2020 23:38:02.000000,30.85,80.69,840.14,0.233,,90.0,0.0
08/05/2020 23:39:01.000000,30.84,80.73,840.15,0.246,,90.0,0.0
08/05/2020 23:40:01.000000,30.8,80.78,840.08,0.231,,90.0,0.0
08/05/2020 23:41:01.000000,30.78,80.8,840.06,0.239,,90.0,0.0
08/05/2020 23:42:01.000000,30.78,80.82,840.0,0.236,,90.0,0.0
08/05/2020 23:43:01.000000,30.78,80.83,840.01,0.248,,90.0,0.0
08/05/2020 23:44:00.000000,30.77,80.85,840.0,0.253,,90.0,0.0
08/05/2020 23:45:00.000000,30.77,80.89,840.02,0.223,,90.0,0.0
08/05/2020 23:46:01.000000,30.77,80.89,840.02,0.223,,90.0,0.0
08/05/2020 23:47:01.000000,30.77,80.92,840.02,0.257,,90.0,0.0
08/05/2020 23:48:01.000000,30.76,80.94,840.02,0.259,,90.0,0.0
08/05/2020 23:49:02.000000,30.76,80.96,840.08,0.203,,90.0,0.0
08/05/2020 23:50:01.000000,30.76,80.98,840.07,0.252,,90.0,0.0
08/05/2020 23:51:02.000000,30.77,81.0,840.03,0.27,,90.0,0.0
08/05/2020 23:52:02.000000,30.77,81.01,839.99,0.245,,90.0,0.0
08/05/2020 23:53:00.000000,30.77,81.03,840.02,0.259,,90.0,0.0
08/05/2020 23:54:00.000000,30.76,81.05,839.97,0.249,,90.0,0.0
08/05/2020 23:55:01.000000,30.76,81.07,839.96,0.244,,90.0,0.0
