InstrumentName, I25 Denver,,,
10/01/2019 03:24:00.000000,0.225122,7.737329,,5.675
10/01/2019 03:25:00.000000,0.232357,7.175092,,4.233333
10/01/2019 03:26:00.000000,0.20224,7.750245,,5.383333
10/01/2019 03:27:00.000000,0.212578,7.952995,,4.766667
10/01/2019 03:28:00.000000,0.212265,8.061639,,5.341667
10/01/2019 03:29:00.000000,0.271141,9.064379,,5.125
10/01/2019 03:30:00.000000,0.335593,10.217786,,5.65
10/01/2019 03:31:00.000000,0.271569,10.608912,,5.333333
10/01/2019 03:32:00.000000,0.235096,11.072147,,5.116667
10/01/2019 03:33:00.000000,0.27874,11.592482,,5.558333
10/01/2019 03:34:00.000000,0.327126,12.496065,,5.875
10/01/2019 03:35:00.000000,0.356595,13.372369,,5.716667
10/01/2019 03:36:00.000000,0.383638,13.487444,,6.066667
10/01/2019 03:37:00.000000,0.427131,13.542962,,6.191667
10/01/2019 03:38:00.000000,0.442922,13.598591,,4.916667
10/01/2019 03:39:00.000000,0.329502,13.023288,,5.258333
10/01/2019 03:40:00.000000,0.235153,12.177516,,6.675
10/01/2019 03:41:00.000000,0.213929,11.266469,,5.516667
10/01/2019 03:42:00.000000,0.260485,10.487454,,5.033333
10/01/2019 03:43:00.000000,0.241228,9.79187,,5.733333
10/01/2019 03:44:00.000000,0.193843,9.03892,,5.066667
10/01/2019 03:45:00.000000,0.194466,8.726555,,5.091667
10/01/2019 03:46:00.000000,0.220706,8.718,,5.375
10/01/2019 03:47:00.000000,0.290393,9.613189,,6.958333
10/01/2019 03:48:00.000000,0.31529,10.309084,,5.083333
10/01/2019 03:49:00.000000,0.244943,10.614897,,4.716667
10/01/2019 03:50:00.000000,0.226245,10.75972,,4.608333
10/01/2019 03:51:00.000000,0.229291,10.879805,,7.991667
10/01/2019 03:52:00.000000,0.302807,11.596573,,5.091667
10/01/2019 03:53:00.000000,0.4307,12.009342,,5.441667
10/01/2019 03:54:00.000000,0.49477,11.775888,,5.316667
10/01/2019 03:55:00.000000,0.422222,11.190704,,5.3
10/01/2019 03:56:00.000000,0.362014,11.412888,,6.491667
10/01/2019 03:57:00.000000,0.33707,12.000636,,6.875
10/01/2019 03:58:00.000000,0.253814,12.152538,,4.791667
10/01/2019 03:59:00.000000,0.250942,11.889051,,4.691667
10/01/2019 04:00:00.000000,0.254583,11.714204,,4.975
10/01/2019 04:01:00.000000,0.143048,11.639574,,6.466667
10/01/2019 04:02:00.000000,0.147521,12.203284,,4.766667
10/01/2019 04:03:00.000000,0.054363,11.589782,,5.975
10/01/2019 04:04:00.000000,0.022955,11.57881,,5.733333
10/01/2019 04:05:00.000000,0.03327,11.712219,,5.791667
10/01/2019 04:06:00.000000,0.043204,12.087905,,5.525
10/01/2019 04:07:00.000000,0.06111,12.072437,,6.6
10/01/2019 04:08:00.000000,0.041068,11.831416,,6.791667
10/01/2019 04:09:00.000000,0.036053,11.44352,,5.7
10/01/2019 04:10:00.000000,0.046941,11.06227,,5.508333
10/01/2019 04:11:00.000000,0.023229,10.288807,,6.141667
10/01/2019 04:12:00.000000,0.084213,9.509564,,6.383333
10/01/2019 04:13:00.000000,0.168832,8.818755,,6.491667
10/01/2019 04:14:00.000000,0.171646,8.213502,,6.316667
10/01/2019 04:15:00.000000,0.138644,7.660691,,4.925
10/01/2019 04:16:00.000000,0.132353,7.422909,,7.183333
10/01/2019 04:17:00.000000,0.168227,7.573404,,5.933333
10/01/2019 04:18:00.000000,0.328948,12.757894,,5.25
10/01/2019 04:19:00.000000,0.466989,13.578816,,6.025
10/01/2019 04:20:00.000000,0.378045,15.109735,,8.941667
10/01/2019 04:21:00.000000,0.335533,14.004478,,6.083333
10/01/2019 04:22:00.000000,0.267034,13.153639,,7.175
10/01/2019 04:23:00.000000,0.178512,12.755404,,5.283333
10/01/2019 04:24:00.000000,0.200001,12.445072,,7.116667
10/01/2019 04:25:00.000000,0.327684,12.351195,,6.108333
10/01/2019 04:26:00.000000,0.416796,12.596347,,5.45
10/01/2019 04:27:00.000000,0.293928,12.155662,,5.858333
10/01/2019 04:28:00.000000,0.183777,12.341939,,5.808333
10/01/2019 04:29:00.000000,0.188354,12.751592,,5.616667
10/01/2019 04:30:00.000000,0.26526,13.127549,,5.508333
10/01/2019 04:31:00.000000,0.272582,13.084443,,5.408333
10/01/2019 04:32:00.000000,0.195888,12.191811,,6.225
10/01/2019 04:33:00.000000,0.13107,11.374117,,10.791667
10/01/2019 04:34:00.000000,0.130053,11.349099,,6.158333
10/01/2019 04:35:00.000000,0.171221,12.137843,,14.316667
10/01/2019 04:36:00.000000,0.308281,12.490256,,6.116667
10/01/2019 04:37:00.000000,0.235624,11.91115,,6.766667
10/01/2019 04:38:00.000000,0.170964,11.439697,,5.25
10/01/2019 04:39:00.000000,0.193596,11.368036,,6.2
10/01/2019 04:40:00.000000,0.327182,11.738177,,5.658333
10/01/2019 04:41:00.000000,0.289605,11.842857,,5.325
10/01/2019 04:42:00.000000,0.302113,11.136184,,10.983333
10/01/2019 04:43:00.000000,0.289922,10.985244,,9.85
10/01/2019 04:44:00.000000,0.266455,11.931166,,5.3
10/01/2019 04:45:00.000000,0.244247,13.711322,,6.55
10/01/2019 04:46:00.000000,0.221186,13.933096,,5.6
10/01/2019 04:47:00.000000,0.172452,12.553388,,5.408333
10/01/2019 04:48:00.000000,0.134803,10.766823,,6.5
10/01/2019 04:49:00.000000,0.138024,8.767325,,6.325
10/01/2019 04:50:00.000000,0.151172,6.656864,,6.025
10/01/2019 04:51:00.000000,0.222043,4.075026,,5.633333
10/01/2019 04:52:00.000000,0.216052,1.100817,,4.866667
10/01/2019 04:53:00.000000,0.194745,-9999.0,,7.0
10/01/2019 04:54:00.000000,0.226159,-9999.0,,7.2
10/01/2019 04:55:00.000000,0.224091,-9999.0,,5.825
10/01/2019 04:56:00.000000,0.186776,14.642508,,5.975
10/01/2019 04:57:00.000000,0.142825,16.308474,,5.083333
10/01/2019 04:58:00.000000,0.128719,9.667068,,5.091667
10/01/2019 04:59:00.000000,0.140801,16.536753,,5.741667
10/01/2019 05:00:00.000000,0.199341,16.90553,,6.075
10/01/2019 05:01:00.000000,0.258481,16.169292,,5.183333
10/01/2019 05:02:00.000000,0.2006,15.125701,,7.116667
10/01/2019 05:03:00.000000,0.171598,13.73776,,5.65
10/01/2019 05:04:00.000000,0.159822,12.357721,,6.05
10/01/2019 05:05:00.000000,0.165147,10.299629,,6.1
10/01/2019 05:06:00.000000,0.216698,8.27018,,5.641667
10/01/2019 05:07:00.000000,0.315585,6.830198,,5.05
10/01/2019 05:08:00.000000,0.318175,5.575118,,6.008333
10/01/2019 05:09:00.000000,0.301434,5.348878,,
10/01/2019 05:10:00.000000,0.255923,5.138951,,6.191667
10/01/2019 05:11:00.000000,0.216526,4.720458,,5.008333
10/01/2019 05:12:00.000000,0.210051,4.95316,,5.083333
10/01/2019 05:13:00.000000,0.225351,4.959641,,5.925
10/01/2019 05:14:00.000000,0.247453,4.754966,,6.275
10/01/2019 05:15:00.000000,0.247823,4.175253,,4.925
10/01/2019 05:16:00.000000,0.282785,13.145512,,4.616667
10/01/2019 05:17:00.000000,0.253548,142.845796,,7.991667
10/01/2019 05:18:00.000000,0.20126,302.338873,,7.841667
10/01/2019 05:19:00.000000,0.196397,300.384328,,7.891667
10/01/2019 05:20:00.000000,0.463515,297.528302,,5.15
10/01/2019 05:21:00.000000,0.538492,298.821966,,5.908333
10/01/2019 05:22:00.000000,0.271807,300.036031,,6.091667
10/01/2019 05:23:00.000000,0.303841,301.316949,,5.733333
10/01/2019 05:24:00.000000,0.28178,302.910608,,5.791667
10/01/2019 05:25:00.000000,0.196727,304.269799,,5.983333
10/01/2019 05:26:00.000000,0.190906,288.917658,,7.833333
10/01/2019 05:27:00.000000,0.207902,0.890005,,5.525
10/01/2019 05:28:00.000000,0.239537,0.191175,,6.4
10/01/2019 05:29:00.000000,0.265149,-9999.0,,
10/01/2019 05:30:00.000000,0.337659,-9999.0,,5.716667
10/01/2019 05:31:00.000000,0.29937,-9999.0,,5.891667
10/01/2019 05:32:00.000000,0.216782,-9999.0,,6.45
10/01/2019 05:33:00.000000,0.165829,-9999.0,,4.85
10/01/2019 05:34:00.000000,0.18771,-9999.0,,5.066667
10/01/2019 05:35:00.000000,0.251399,-9999.0,,4.733333
10/01/2019 05:36:00.000000,0.232643,-9999.0,,5.708333
10/01/2019 05:37:00.000000,0.228292,0.997122,,5.433333
10/01/2019 05:38:00.000000,0.187473,2.349425,,6.225
10/01/2019 05:39:00.000000,0.179948,4.044509,,6.666667
10/01/2019 05:40:00.000000,0.264961,5.79915,,5.966667
10/01/2019 05:41:00.000000,0.284973,7.135977,,6.816667
10/01/2019 05:42:00.000000,0.207188,8.494389,,4.975
10/01/2019 05:43:00.000000,0.177593,9.471005,,6.908333
10/01/2019 05:44:00.000000,0.168214,9.597747,,6.916667
10/01/2019 05:45:00.000000,0.151773,9.345561,,8.275
10/01/2019 05:46:00.000000,0.166404,8.87607,,6.016667
10/01/2019 05:47:00.000000,0.767901,8.55796,,6.533333
10/01/2019 05:48:00.000000,2.793992,8.497018,,5.316667
10/01/2019 05:49:00.000000,3.863688,8.143918,,6.85
10/01/2019 05:50:00.000000,3.987402,8.345275,,6.908333
10/01/2019 05:51:00.000000,4.014631,8.958307,,7.633333
10/01/2019 05:52:00.000000,4.031408,8.58885,,5.775
10/01/2019 05:53:00.000000,4.027235,8.589861,,4.958333
10/01/2019 05:54:00.000000,4.01387,8.686037,,4.9
10/01/2019 05:55:00.000000,3.999395,9.246736,,6.0
10/01/2019 05:56:00.000000,3.972473,9.727227,,5.275
10/01/2019 05:57:00.000000,2.653939,9.515983,,6.208333
10/01/2019 05:58:00.000000,0.525444,9.491133,,5.566667
10/01/2019 05:59:00.000000,0.036553,9.872462,,5.591667
10/01/2019 06:00:00.000000,0.023695,9.763088,,4.683333
10/01/2019 06:01:00.000000,0.024402,9.14317,,4.416667
10/01/2019 06:02:00.000000,0.010304,8.572666,,4.95
10/01/2019 06:03:00.000000,0.016551,8.932899,,8.483333
10/01/2019 06:04:00.000000,0.004604,9.195618,,7.15
10/01/2019 06:05:00.000000,0.008101,9.36697,,5.075
10/01/2019 06:06:00.000000,0.020068,9.215844,,5.633333
10/01/2019 06:07:00.000000,0.083819,10.035705,,5.241667
10/01/2019 06:08:00.000000,0.129806,10.245407,,5.475
10/01/2019 06:09:00.000000,0.149571,10.19981,,7.241667
10/01/2019 06:10:00.000000,0.152576,9.240581,,5.383333
10/01/2019 06:11:00.000000,0.130117,8.196037,,4.741667
10/01/2019 06:12:00.000000,0.129084,8.180674,,5.25
10/01/2019 06:13:00.000000,0.139272,8.259962,,5.391667
10/01/2019 06:14:00.000000,0.153516,7.906556,,6.133333
10/01/2019 06:15:00.000000,0.17007,8.189691,,6.475
10/01/2019 06:16:00.000000,0.167206,7.880456,,6.225
10/01/2019 06:17:00.000000,0.134094,7.90808,,5.375
10/01/2019 06:18:00.000000,0.123007,7.929804,,6.033333
10/01/2019 06:19:00.000000,0.115732,7.121097,,6.008333
10/01/2019 06:20:00.000000,0.10746,6.339128,,4.533333
10/01/2019 06:21:00.000000,0.111314,5.593716,,4.95
10/01/2019 06:22:00.000000,0.129723,5.576953,,5.275
10/01/2019 06:23:00.000000,0.141888,6.183167,,6.308333
10/01/2019 06:24:00.000000,0.166456,7.082062,,5.116667
10/01/2019 06:25:00.000000,0.178748,7.940372,,5.25
10/01/2019 06:26:00.000000,0.151755,8.499574,,5.05
10/01/2019 06:27:00.000000,0.137827,9.027028,,5.75
10/01/2019 06:28:00.000000,0.142932,9.25645,,6.733333
10/01/2019 06:29:00.000000,0.131335,8.744186,,
10/01/2019 06:30:00.000000,0.119394,7.863222,,4.883333
10/01/2019 06:31:00.000000,0.139345,7.039764,,5.55
10/01/2019 06:32:00.000000,0.137873,6.703822,,6.7
10/01/2019 06:33:00.000000,0.130762,6.698858,,5.233333
10/01/2019 06:34:00.000000,0.144715,6.77172,,5.9
10/01/2019 06:35:00.000000,0.181704,6.883731,,9.183333
10/01/2019 06:36:00.000000,0.194962,7.284742,,10.216667
10/01/2019 06:37:00.000000,0.175903,7.89106,,6.466667
10/01/2019 06:38:00.000000,0.169019,8.027065,,5.95
10/01/2019 06:39:00.000000,0.153496,7.589576,,5.083333
10/01/2019 06:40:00.000000,0.1373,7.208781,,5.816667
10/01/2019 06:41:00.000000,0.136507,6.806022,,5.666667
10/01/2019 06:42:00.000000,0.134037,6.605449,,5.433333
10/01/2019 06:43:00.000000,0.123078,5.968933,,4.816667
10/01/2019 06:44:00.000000,0.141975,6.233572,,5.033333
10/01/2019 06:45:00.000000,0.216652,7.031757,,5.6
10/01/2019 06:46:00.000000,0.188508,7.29512,,5.116667
10/01/2019 06:47:00.000000,0.155695,7.502114,,4.75
10/01/2019 06:48:00.000000,0.148854,7.624192,,5.033333
10/01/2019 06:49:00.000000,0.176289,7.893174,,6.1
10/01/2019 06:50:00.000000,0.180947,7.916658,,6.025
10/01/2019 06:51:00.000000,0.16941,7.057109,,7.1
10/01/2019 06:52:00.000000,0.198116,7.048593,,13.708333
10/01/2019 06:53:00.000000,0.192045,6.91431,,5.866667
10/01/2019 06:54:00.000000,0.153342,6.73871,,5.283333
10/01/2019 06:55:00.000000,0.128175,6.491427,,5.3
10/01/2019 06:56:00.000000,0.128133,6.144131,,5.391667
10/01/2019 06:57:00.000000,0.146767,5.993909,,5.4
10/01/2019 06:58:00.000000,0.160046,6.000606,,5.125
10/01/2019 06:59:00.000000,0.159178,5.476755,,5.466667
10/01/2019 07:00:00.000000,0.134525,5.616559,,6.05
10/01/2019 07:01:00.000000,0.129647,5.674823,,6.741667
10/01/2019 07:02:00.000000,0.131016,5.906704,,14.866667
10/01/2019 07:03:00.000000,0.164242,6.594005,,7.266667
10/01/2019 07:04:00.000000,0.17606,6.440141,,9.175
10/01/2019 07:05:00.000000,0.150141,6.02743,,6.016667
10/01/2019 07:06:00.000000,0.145055,6.085863,,6.283333
10/01/2019 07:07:00.000000,0.138127,6.194134,,4.933333
10/01/2019 07:08:00.000000,0.140655,6.507929,,5.716667
10/01/2019 07:09:00.000000,0.149127,6.898671,,
10/01/2019 07:10:00.000000,0.146632,7.222952,,5.875
10/01/2019 07:11:00.000000,0.160104,8.209244,,7.358333
10/01/2019 07:12:00.000000,0.14386,8.796199,,5.75
10/01/2019 07:13:00.000000,0.151338,8.872453,,5.4
10/01/2019 07:14:00.000000,0.150088,8.549338,,5.95
10/01/2019 07:15:00.000000,0.151299,8.496991,,5.358333
10/01/2019 07:16:00.000000,0.13536,7.996438,,5.941667
10/01/2019 07:17:00.000000,0.136271,7.327683,,7.833333
