"","X.4","date","X.3","X.2","X.1","X","age_days.x","age_weeks.x","val.humidity","val.temperature","val.pm25_r","val.pm25_p.y","flag","PM10","Ratio"
"11575",12572,"2021-09-26 04:00:00",12573,12573,12573,12573,1213,173,47.8,58.7,6.12,7.71833333333333,0,21,0.367539682539682
"11576",12573,"2021-09-26 05:00:00",12574,12574,12574,12574,1213,173,48.9,57.4,5.9,7.28333333333333,0,21,0.346825396825397
"11577",12574,"2021-09-26 06:00:00",12575,12575,12575,12575,1213,173,46.7,58.6,5.69,6.79666666666667,0,17,0.399803921568628
"11578",12575,"2021-09-26 07:00:00",12576,12576,12576,12576,1213,173,38,65.9,5.69,6.89833333333333,0,18,0.383240740740741
"11579",12576,"2021-09-26 08:00:00",12577,12577,12577,12577,1213,173,28.9,79.3,5.52,6.26833333333333,0,18,0.348240740740741
"11580",12577,"2021-09-26 09:00:00",12578,12578,12578,12578,1213,173,23.7,89.3,5.67,5.43333333333333,0,20,0.271666666666667
"11581",12578,"2021-09-26 10:00:00",12579,12579,12579,12579,1213,173,16.7,101,5.69,4.57333333333333,0,16,0.285833333333333
"11582",12579,"2021-09-26 11:00:00",12580,12580,12580,12580,1213,173,13.8,103,5.3,4.035,0,12,0.33625
"11583",12580,"2021-09-26 12:00:00",12581,12581,12581,12581,1213,173,13.4,101,4.7,3.67166666666667,0,14,0.262261904761905
"11584",12581,"2021-09-26 13:00:00",12582,12582,12582,12582,1213,173,12.8,103,4.62,3.6,0,11,0.327272727272727
"11585",12582,"2021-09-26 14:00:00",12583,12583,12583,12583,1213,173,12.1,105,4.31,3.58833333333333,0,13,0.276025641025641
"11586",12583,"2021-09-26 15:00:00",12584,12584,12584,12584,1213,173,12.6,102,4.81,3.965,0,14,0.283214285714286
"11587",12584,"2021-09-26 16:00:00",12585,12585,12585,12585,1213,173,14.1,96.7,4.96,4.43666666666667,0,15,0.295777777777778
"11588",12585,"2021-09-26 17:00:00",12586,12586,12586,12586,1213,173,17.8,85,6.22,6.015,0,18,0.334166666666667
"11589",12586,"2021-09-26 18:00:00",12587,12587,12587,12587,1213,173,20.6,78.8,7.87,7.9,0,32,0.246875
"11590",12587,"2021-09-26 19:00:00",12588,12588,12588,12588,1213,173,24.2,76,9.13,12.1016666666667,0,34,0.355931372549021
"11591",12588,"2021-09-26 20:00:00",12589,12589,12589,12589,1213,173,27.4,74.1,12.6,12.29,0,58,0.211896551724138
"11592",12589,"2021-09-26 22:00:00",12590,12590,12590,12590,1213,173,37.7,66.9,12.3,11.9683333333333,0,38,0.314956140350876
"11593",12590,"2021-09-26 23:00:00",12591,12591,12591,12591,1213,173,40.6,64,10.5,10.9983333333333,0,32,0.343697916666666
"11594",12591,"2021-09-27 00:00:00",12592,12592,12592,12592,1214,173,41.1,62.4,8.47,8.84166666666667,0,34,0.260049019607843
"11595",12592,"2021-09-27 01:00:00",12593,12593,12593,12593,1214,173,42.7,60.6,7.78,8.45,0,22,0.384090909090909
"11596",12593,"2021-09-27 02:00:00",12594,12594,12594,12594,1214,173,43.9,59.3,7.51,8.32666666666667,0,22,0.378484848484849
"11597",12594,"2021-09-27 03:00:00",12595,12595,12595,12595,1214,173,44.7,58.2,7.63,8.46833333333333,0,21,0.403253968253968
"11598",12595,"2021-09-27 04:00:00",12596,12596,12596,12596,1214,173,45.6,57.6,7.7,8.32,0,19,0.437894736842105
"11599",12596,"2021-09-27 05:00:00",12597,12597,12597,12597,1214,173,47.1,56.3,7.73,9.72,0,22,0.441818181818182
"11600",12597,"2021-09-27 06:00:00",12598,12598,12598,12598,1214,173,45.6,57.7,8.15,15.2916666666667,0,35,0.436904761904763
"11601",12598,"2021-09-27 07:00:00",12599,12599,12599,12599,1214,173,37.9,64.4,7.96,15.2183333333333,0,100,0.152183333333333
"11602",12599,"2021-09-27 08:00:00",12600,12600,12600,12600,1214,173,29.4,75.5,7.56,12.0066666666667,0,95,0.126385964912281
"11603",12600,"2021-09-27 09:00:00",12601,12601,12601,12601,1214,173,22.9,87.3,6.92,8.80666666666667,0,86,0.102403100775194
"11604",12601,"2021-09-27 10:00:00",12602,12602,12602,12602,1214,173,16.4,103,6.4,14.9383333333333,0,54,0.276635802469135
"11605",12602,"2021-09-27 11:00:00",12603,12603,12603,12603,1214,173,15.2,104,6.49,12.7433333333333,0,189,0.0674250440917106
"11606",12603,"2021-09-27 12:00:00",12604,12604,12604,12604,1214,173,15.6,103,5.26,7.15333333333333,0,114,0.0627485380116959
"11607",12604,"2021-09-27 13:00:00",12605,12605,12605,12605,1214,173,14.6,104,5.29,6.32833333333333,0,46,0.137572463768116
"11608",12605,"2021-09-27 14:00:00",12606,12606,12606,12606,1214,173,13.5,105,4.54,7.23,0,43,0.168139534883721
"11609",12606,"2021-09-27 15:00:00",12607,12607,12607,12607,1214,173,15.5,96.9,4.14,5.79166666666667,0,72,0.0804398148148149
"11610",12607,"2021-09-27 16:00:00",12608,12608,12608,12608,1214,173,17.1,92,3.62,5.225,0,36,0.145138888888889
"11611",12608,"2021-09-27 17:00:00",12609,12609,12609,12609,1214,173,19.5,84.6,3.96,7.31,0,29,0.252068965517241
"11612",12609,"2021-09-27 18:00:00",12610,12610,12610,12610,1214,173,22.3,80,3.52,5.11833333333333,0,53,0.0965723270440251
"11613",12610,"2021-09-27 19:00:00",12611,12611,12611,12611,1214,173,25.3,76.9,2.7,5.08166666666667,0,54,0.094104938271605
"11614",12611,"2021-09-27 20:00:00",12612,12612,12612,12612,1214,173,28.8,74.4,3.14,5.44,0,28,0.194285714285714
"11615",12612,"2021-09-27 21:00:00",12613,12613,12613,12613,1214,173,32.8,71.3,3.73,6.61833333333333,0,26,0.254551282051282
"11616",12613,"2021-09-27 22:00:00",12614,12614,12614,12614,1214,173,37.6,68.4,4.03,7.12,0,30,0.237333333333333
"11617",12614,"2021-09-27 23:00:00",12615,12615,12615,12615,1214,173,41.8,66.5,3.61,7.785,0,34,0.228970588235294
"11618",12615,"2021-09-28 00:00:00",12616,12616,12616,12616,1215,173,43.3,66.2,3.34,7.07333333333333,0,32,0.221041666666667
"11619",12616,"2021-09-28 01:00:00",12617,12617,12617,12617,1215,173,45.3,65.9,3.93,7.58833333333333,0,30,0.252944444444444
"11620",12617,"2021-09-28 02:00:00",12618,12618,12618,12618,1215,173,46.9,65.6,3.01,5.81,0,28,0.2075
"11621",12618,"2021-09-28 03:00:00",12619,12619,12619,12619,1215,173,48.1,65.8,3.72,6.11666666666667,0,20,0.305833333333334
"11622",12619,"2021-09-28 04:00:00",12620,12620,12620,12620,1215,173,46,66.4,3.76,7.235,0,23,0.314565217391304
"11623",12620,"2021-09-28 05:00:00",12621,12621,12621,12621,1215,173,47.4,66.3,4.42,7.65333333333333,0,30,0.255111111111111
"11624",12621,"2021-09-28 06:00:00",12622,12622,12622,12622,1215,173,45.7,67.5,5.14,11.8016666666667,0,34,0.347107843137256
"11625",12622,"2021-09-28 07:00:00",12623,12623,12623,12623,1215,173,39.7,72.7,4.92,9.845,0,93,0.105860215053763
"11626",12623,"2021-09-28 08:00:00",12624,12624,12624,12624,1215,173,35.2,76.7,5.15,7.84,0,68,0.115294117647059
"11627",12624,"2021-09-28 09:00:00",12625,12625,12625,12625,1215,173,28.6,85.7,5.78,5.52833333333333,0,43,0.128565891472868
"11628",12625,"2021-09-28 10:00:00",12626,12626,12626,12626,1215,173,24.6,91.3,7.31,7.00666666666667,0,30,0.233555555555556
"11629",12626,"2021-09-28 11:00:00",12627,12627,12627,12627,1215,173,20.9,92.5,10.3,7.57,0,47,0.161063829787234
"11630",12627,"2021-09-28 12:00:00",12628,12628,12628,12628,1215,173,20.8,90.6,10.7,12.7983333333333,0,31,0.41284946236559
"11631",12628,"2021-09-28 13:00:00",12629,12629,12629,12629,1215,173,19.4,93.3,10.8,8.96,0,96,0.0933333333333333
"11632",12629,"2021-09-28 14:00:00",12630,12630,12630,12630,1215,173,22.4,86.2,9.95,8.77833333333333,0,41,0.21410569105691
"11633",12630,"2021-09-28 15:00:00",12631,12631,12631,12631,1215,173,28.9,78.9,8.54,12.1783333333333,0,56,0.217470238095238
"11634",12631,"2021-09-28 16:00:00",12632,12632,12632,12632,1215,173,31.9,78.4,7.66,7.41833333333333,0,104,0.0713301282051282
"11635",12632,"2021-09-28 17:00:00",12633,12633,12633,12633,1215,173,40.8,71.2,7.05,5.44,0,56,0.0971428571428572
"11636",12633,"2021-09-28 18:00:00",12634,12634,12634,12634,1215,173,46.3,68.4,8.41,7.12166666666667,0,14,0.508690476190476
"11637",12634,"2021-09-28 19:00:00",12635,12635,12635,12635,1215,173,48.1,66.4,7.76,6.76666666666667,0,22,0.307575757575758
"11638",12635,"2021-09-28 20:00:00",12636,12636,12636,12636,1215,173,47.9,65.1,7.04,7.43666666666667,0,17,0.437450980392157
"11639",12636,"2021-09-28 21:00:00",12637,12637,12637,12637,1215,173,50.3,63.5,6.92,6.09666666666667,0,34,0.179313725490196
"11640",12637,"2021-09-28 22:00:00",12638,12638,12638,12638,1215,173,53.8,61,6.39,6.44333333333333,0,14,0.460238095238095
"11641",12638,"2021-09-28 23:00:00",12639,12639,12639,12639,1215,173,58.8,59.1,8.14,9.45666666666667,0,15,0.630444444444445
"11642",12640,"2021-09-29 01:00:00",12641,12641,12641,12641,1216,173,71.5,57.1,8.95,8.745,0,31,0.282096774193548
"11643",12641,"2021-09-29 02:00:00",12642,12642,12642,12642,1216,173,77.3,56.5,7.45,6.64333333333333,0,24,0.276805555555555
"11644",12642,"2021-09-29 03:00:00",12643,12643,12643,12643,1216,173,74.5,57.1,5.68,5.3,0,14,0.378571428571429
"11645",12643,"2021-09-29 04:00:00",12644,12644,12644,12644,1216,173,75.1,57,5.33,5.28333333333333,0,10,0.528333333333333
"11646",12644,"2021-09-29 05:00:00",12645,12645,12645,12645,1216,173,79.3,56.2,6.25,7.91333333333333,0,12,0.659444444444444
"11647",12645,"2021-09-29 06:00:00",12646,12646,12646,12646,1216,173,75,58.6,6.82,10.2616666666667,0,33,0.310959595959597
"11648",12646,"2021-09-29 07:00:00",12647,12647,12647,12647,1216,173,54.2,67.2,6.91,9.985,0,58,0.172155172413793
"11649",12647,"2021-09-29 08:00:00",12648,12648,12648,12648,1216,173,48.8,71.8,10.1,12.8133333333333,0,46,0.27855072463768
"11650",12648,"2021-09-29 09:00:00",12649,12649,12649,12649,1216,173,41,77.5,8.56,12.0266666666667,0,52,0.231282051282052
"11651",12649,"2021-09-29 10:00:00",12650,12650,12650,12650,1216,173,33.8,83.1,7.38,10.62,0,70,0.151714285714286
"11652",12650,"2021-09-29 11:00:00",12651,12651,12651,12651,1216,173,31.8,84,10.4,10.8633333333333,0,60,0.181055555555555
"11653",12651,"2021-09-29 12:00:00",12652,12652,12652,12652,1216,173,33.6,81.9,10.2,14.05,0,44,0.319318181818182
"11654",12652,"2021-09-29 13:00:00",12653,12653,12653,12653,1216,173,69.5,64.9,5.84,11.4433333333333,0,79,0.144852320675105
"11655",12653,"2021-09-29 14:00:00",12654,12654,12654,12654,1216,173,96.7,60.9,3.59,5.14833333333333,0,55,0.0936060606060605
"11656",12654,"2021-09-29 15:00:00",12655,12655,12655,12655,1216,173,88.3,63.7,6.04,7.82333333333333,0,8,0.977916666666666
"11657",12655,"2021-09-29 16:00:00",12656,12656,12656,12656,1216,173,91.6,59.1,6.22,7.81333333333333,0,17,0.459607843137255
"11658",12656,"2021-09-29 17:00:00",12657,12657,12657,12657,1216,173,93.8,56.1,5.34,6.28166666666667,0,20,0.314083333333333
"11659",12657,"2021-09-29 18:00:00",12658,12658,12658,12658,1216,173,95.4,54.2,5.19,5.92833333333333,0,17,0.348725490196078
"11660",12658,"2021-09-29 19:00:00",12659,12659,12659,12659,1216,173,95.1,52.7,4.81,4.81833333333333,0,14,0.344166666666666
"11661",12659,"2021-09-29 20:00:00",12660,12660,12660,12660,1216,173,93.6,50.9,1.96,2.11666666666667,0,13,0.162820512820513
"11662",12660,"2021-09-29 22:00:00",12661,12661,12661,12661,1216,173,94.1,48.5,0.974,1.615,0,4,0.40375
"11663",12661,"2021-09-29 23:00:00",12662,12662,12662,12662,1216,173,94.9,48.2,3.18,2.805,0,4,0.70125
"11664",12662,"2021-09-30 00:00:00",12663,12663,12663,12663,1217,173,95,48.7,2.36,3.06,0,18,0.17
"11665",12663,"2021-09-30 01:00:00",12664,12664,12664,12664,1217,173,96,48.8,3.77,4.03166666666667,0,5,0.806333333333334
"11666",12664,"2021-09-30 02:00:00",12665,12665,12665,12665,1217,173,99.6,48,8.14,5.88333333333333,0,6,0.980555555555555
"11667",12665,"2021-09-30 03:00:00",12666,12666,12666,12666,1217,173,99.9,47.6,5.45,5.05666666666667,0,9,0.561851851851852
"11668",12666,"2021-09-30 04:00:00",12667,12667,12667,12667,1217,173,99.9,47.7,8.31,6.39333333333333,0,7,0.913333333333333
"11669",12667,"2021-09-30 05:00:00",12668,12668,12668,12668,1217,173,99.9,47.6,9.13,6.66833333333333,0,9,0.740925925925926
"11670",12668,"2021-09-30 06:00:00",12669,12669,12669,12669,1217,173,99.9,47.8,10.3,7.32833333333333,0,9,0.814259259259259
"11671",12669,"2021-09-30 07:00:00",12670,12670,12670,12670,1217,173,97.6,48.9,5.24,5.08666666666667,0,10,0.508666666666667
"11672",12670,"2021-09-30 08:00:00",12671,12671,12671,12671,1217,173,94.5,50.6,3.52,3.91333333333333,0,10,0.391333333333333
"11673",12671,"2021-09-30 09:00:00",12672,12672,12672,12672,1217,173,90.1,53.5,4.02,4.44333333333333,0,8,0.555416666666666
"11674",12672,"2021-09-30 10:00:00",12673,12673,12673,12673,1217,173,79.7,57.8,6.48,6.48,0,9,0.72
"11675",12673,"2021-09-30 11:00:00",12674,12674,12674,12674,1217,173,68.9,61.6,10.4,9.40833333333333,0,11,0.85530303030303
"11676",12674,"2021-09-30 12:00:00",12675,12675,12675,12675,1217,173,62.8,63,12.9,11.16,0,17,0.656470588235294
"11677",12675,"2021-09-30 13:00:00",12676,12676,12676,12676,1217,173,55.7,66,14,11.76,0,25,0.4704
"11678",12676,"2021-09-30 14:00:00",12677,12677,12677,12677,1217,173,53.9,65.3,13.1,11.23,0,22,0.510454545454545
"11679",12677,"2021-09-30 15:00:00",12678,12678,12678,12678,1217,173,59.2,62.7,14.1,10.825,0,22,0.492045454545455
"11680",12678,"2021-09-30 16:00:00",12679,12679,12679,12679,1217,173,58.6,62.8,12.6,10.725,0,21,0.510714285714286
"11681",12679,"2021-09-30 17:00:00",12680,12680,12680,12680,1217,173,71.4,57.8,14.3,10.9166666666667,0,20,0.545833333333335
"11682",12680,"2021-09-30 18:00:00",12681,12681,12681,12681,1217,173,79.1,56.1,17.3,11.9166666666667,0,17,0.700980392156865
"11683",12681,"2021-09-30 19:00:00",12682,12682,12682,12682,1217,173,82.7,55.8,22.9,15.9533333333333,0,21,0.759682539682538
"11684",12682,"2021-09-30 20:00:00",12683,12683,12683,12683,1217,173,86.1,56.1,19.6,13.26,0,28,0.473571428571429
"11685",12683,"2021-09-30 21:00:00",12684,12684,12684,12684,1217,173,87.4,56.2,15.4,11.1233333333333,0,21,0.529682539682538
"11686",12684,"2021-09-30 22:00:00",12685,12685,12685,12685,1217,173,91.6,55,16.5,11.4266666666667,0,18,0.634814814814817
"11687",12685,"2021-09-30 23:00:00",12686,12686,12686,12686,1217,173,96.9,52.1,15.5,12.0683333333333,0,19,0.63517543859649
"11688",12686,"2021-10-01 00:00:00",12687,12687,12687,12687,1218,174,99.9,50.7,19.6,12.2783333333333,0,43,0.285542635658914
"11689",12687,"2021-10-01 01:00:00",12688,12688,12688,12688,1218,174,99.9,50.4,22.7,13.3883333333333,0,18,0.743796296296294
"11690",12688,"2021-10-01 02:00:00",12689,12689,12689,12689,1218,174,99.9,50,24.7,14.3966666666667,0,19,0.757719298245616
"11691",12689,"2021-10-01 03:00:00",12690,12690,12690,12690,1218,174,99.9,49.4,26.5,15.75,0,20,0.7875
"11692",12690,"2021-10-01 04:00:00",12691,12691,12691,12691,1218,174,99.9,49.4,24.8,15.4833333333333,0,22,0.703787878787877
"11693",12691,"2021-10-01 05:00:00",12692,12692,12692,12692,1218,174,99.9,49,24.9,18.375,0,22,0.835227272727273
"11694",12692,"2021-10-01 06:00:00",12693,12693,12693,12693,1218,174,99.9,52.1,25.8,20.2433333333333,0,29,0.698045977011493
"11695",12693,"2021-10-01 07:00:00",12694,12694,12694,12694,1218,174,97.1,57.6,20.9,16.7133333333333,0,34,0.491568627450979
"11696",12694,"2021-10-01 08:00:00",12695,12695,12695,12695,1218,174,87.1,62.4,17.8,14.4633333333333,0,31,0.466559139784945
"11697",12695,"2021-10-01 09:00:00",12696,12696,12696,12696,1218,174,56.2,73.9,18.8,17.0433333333333,0,28,0.608690476190475
"11698",12696,"2021-10-01 10:00:00",12697,12697,12697,12697,1218,174,49.4,73.2,21.9,20.0016666666667,0,42,0.47623015873016
"11699",12697,"2021-10-01 11:00:00",12698,12698,12698,12698,1218,174,45,77,21.6,19.2166666666667,0,57,0.337134502923977
"11700",12698,"2021-10-01 12:00:00",12699,12699,12699,12699,1218,174,37.4,83.4,20.8,24.44,0,48,0.509166666666667
"11701",12699,"2021-10-01 13:00:00",12700,12700,12700,12700,1218,174,33.6,85.7,20.3,19.8083333333333,0,61,0.324726775956284
"11702",12700,"2021-10-01 14:00:00",12701,12701,12701,12701,1218,174,30.5,88.2,18.7,17.39,0,45,0.386444444444444
"11703",12701,"2021-10-01 15:00:00",12702,12702,12702,12702,1218,174,37.6,78,12.6,12.5366666666667,0,42,0.298492063492064
"11704",12702,"2021-10-01 16:00:00",12703,12703,12703,12703,1218,174,44.5,71.1,9.38,8.785,0,36,0.244027777777778
"11705",12703,"2021-10-01 17:00:00",12704,12704,12704,12704,1218,174,48.2,67.4,5.48,6.87,0,28,0.245357142857143
"11706",12704,"2021-10-01 18:00:00",12705,12705,12705,12705,1218,174,49.8,65.4,4.86,6.41333333333333,0,28,0.229047619047619
"11707",12705,"2021-10-01 19:00:00",12706,12706,12706,12706,1218,174,53.9,63.8,10.2,10.0716666666667,0,22,0.457803030303032
"11708",12706,"2021-10-01 20:00:00",12707,12707,12707,12707,1218,174,61.9,61.3,14.2,13.3266666666667,0,29,0.459540229885059
"11709",12707,"2021-10-01 21:00:00",12708,12708,12708,12708,1218,174,67.6,61.3,18.8,15.5283333333333,0,31,0.500913978494623
"11710",12708,"2021-10-01 22:00:00",12709,12709,12709,12709,1218,174,72.3,60.3,16.8,14.9883333333333,0,34,0.440833333333332
"11711",12709,"2021-10-01 23:00:00",12710,12710,12710,12710,1218,174,78.7,57.3,11.1,12.92,0,34,0.38
"11712",12710,"2021-10-02 00:00:00",12711,12711,12711,12711,1219,174,89.4,54.5,12.1,13.2333333333333,0,23,0.575362318840578
"11713",12711,"2021-10-02 01:00:00",12712,12712,12712,12712,1219,174,94.1,53,11.2,11.75,0,32,0.3671875
"11714",12712,"2021-10-02 02:00:00",12713,12713,12713,12713,1219,174,96.4,51.9,11.8,10.5383333333333,0,32,0.329322916666666
"11715",12713,"2021-10-02 03:00:00",12714,12714,12714,12714,1219,174,98.9,50.1,11.8,11.8566666666667,0,21,0.564603174603176
"11716",12714,"2021-10-02 04:00:00",12715,12715,12715,12715,1219,174,99.9,49,15.9,13.1166666666667,0,20,0.655833333333335
"11717",12715,"2021-10-02 05:00:00",12716,12716,12716,12716,1219,174,99.9,48.8,16,12.03,0,22,0.546818181818182
"11718",12716,"2021-10-02 06:00:00",12717,12717,12717,12717,1219,174,99.9,50.5,16.7,12.4633333333333,0,20,0.623166666666665
"11719",12717,"2021-10-02 07:00:00",12718,12718,12718,12718,1219,174,96.9,57.6,16.5,14.07,0,21,0.67
"11720",12718,"2021-10-02 08:00:00",12719,12719,12719,12719,1219,174,53.2,75.3,13.5,13.195,0,29,0.455
"11721",12719,"2021-10-02 09:00:00",12720,12720,12720,12720,1219,174,39.1,78.2,8.53,10.2466666666667,0,36,0.284629629629631
"11722",12720,"2021-10-02 10:00:00",12721,12721,12721,12721,1219,174,32.9,82.6,5.42,11.5616666666667,0,31,0.372956989247313
"11723",12721,"2021-10-02 11:00:00",12722,12722,12722,12722,1219,174,28.2,86.7,3.1,7.47333333333333,0,32,0.233541666666667
"11724",12722,"2021-10-02 12:00:00",12723,12723,12723,12723,1219,174,25.7,89.3,3.15,5.18666666666667,0,24,0.216111111111111
"11725",12723,"2021-10-02 13:00:00",12724,12724,12724,12724,1219,174,21.7,90.5,4,4.82,0,15,0.321333333333333
"11726",12724,"2021-10-02 14:00:00",12725,12725,12725,12725,1219,174,20.6,91.2,4.43,5.66,0,14,0.404285714285714
"11727",12725,"2021-10-02 15:00:00",12726,12726,12726,12726,1219,174,20.9,89.3,4.93,5.34666666666667,0,22,0.243030303030303
"11728",12726,"2021-10-02 16:00:00",12727,12727,12727,12727,1219,174,20.5,85.5,3.99,5.515,0,19,0.290263157894737
"11729",12727,"2021-10-02 17:00:00",12728,12728,12728,12728,1219,174,26.7,71.8,3.98,5.27333333333333,0,23,0.22927536231884
"11730",12728,"2021-10-02 18:00:00",12729,12729,12729,12729,1219,174,31.7,65.8,5.72,6.93666666666667,0,20,0.346833333333333
"11731",12729,"2021-10-02 19:00:00",12730,12730,12730,12730,1219,174,40.5,61.9,12,12.8583333333333,0,26,0.494551282051281
"11732",12730,"2021-10-02 20:00:00",12731,12731,12731,12731,1219,174,47.4,59.8,20.2,18.1033333333333,0,38,0.476403508771929
"11733",12731,"2021-10-02 21:00:00",12732,12732,12732,12732,1219,174,55.4,57.9,20.8,17.7233333333333,0,38,0.466403508771929
"11734",12732,"2021-10-02 22:00:00",12733,12733,12733,12733,1219,174,63,56.7,19.3,15.9816666666667,0,34,0.470049019607844
"11735",12733,"2021-10-02 23:00:00",12734,12734,12734,12734,1219,174,70.9,55,11.7,10.78,0,30,0.359333333333333
"11736",12734,"2021-10-03 00:00:00",12735,12735,12735,12735,1220,174,87.6,53.1,10.6,9.70833333333333,0,13,0.746794871794872
"11737",12735,"2021-10-03 01:00:00",12736,12736,12736,12736,1220,174,92.9,52.3,11.1,8.82166666666667,0,20,0.441083333333334
"11738",12736,"2021-10-03 02:00:00",12737,12737,12737,12737,1220,174,94.5,51.4,10.6,8.46666666666667,0,16,0.529166666666667
"11739",12737,"2021-10-03 03:00:00",12738,12738,12738,12738,1220,174,97.8,50.4,9.27,6.97,0,15,0.464666666666667
"11740",12738,"2021-10-03 04:00:00",12739,12739,12739,12739,1220,174,99.4,49.6,8.65,6.295,0,11,0.572272727272727
"11741",12739,"2021-10-03 05:00:00",12740,12740,12740,12740,1220,174,99.9,48.9,7.82,5.76,0,9,0.64
"11742",12740,"2021-10-03 06:00:00",12741,12741,12741,12741,1220,174,98.1,50.8,7.16,5.67666666666667,0,8,0.709583333333334
"11743",12741,"2021-10-03 07:00:00",12742,12742,12742,12742,1220,174,79.6,59.1,6.28,5.74333333333333,0,9,0.638148148148148
"11744",12742,"2021-10-03 08:00:00",12743,12743,12743,12743,1220,174,53.8,67.1,5.19,4.89166666666667,0,12,0.407638888888889
"11745",12743,"2021-10-03 09:00:00",12744,12744,12744,12744,1220,174,35.2,77.9,3.92,4.18833333333333,0,7,0.598333333333333
"11746",12744,"2021-10-03 10:00:00",12745,12745,12745,12745,1220,174,22.3,90.9,2.74,3.14333333333333,0,8,0.392916666666666
"11747",12745,"2021-10-03 11:00:00",12746,12746,12746,12746,1220,174,16.8,94.7,2.3,2.63728813559322,0,6,0.43954802259887
"11748",12746,"2021-10-03 12:00:00",12747,12747,12747,12747,1220,174,16,94.3,2.14,2.41333333333333,0,5,0.482666666666666
"11749",12747,"2021-10-03 13:00:00",12748,12748,12748,12748,1220,174,15.2,97.1,2.32,2.34333333333333,0,5,0.468666666666666
"11750",12748,"2021-10-03 14:00:00",12749,12749,12749,12749,1220,174,14.9,97.8,2.31,2.31166666666667,0,4,0.577916666666668
"11751",12749,"2021-10-03 15:00:00",12750,12750,12750,12750,1220,174,15.2,96.6,2.17,2.40333333333333,0,5,0.480666666666666
"11752",12750,"2021-10-03 16:00:00",12751,12751,12751,12751,1220,174,16.5,90,2.53,2.735,0,5,0.547
"11753",12751,"2021-10-03 17:00:00",12752,12752,12752,12752,1220,174,22.3,76.3,4.39,3.12833333333333,0,6,0.521388888888888
"11754",12752,"2021-10-03 18:00:00",12753,12753,12753,12753,1220,174,29.4,68.3,10.8,7.12166666666667,0,8,0.890208333333334
"11755",12753,"2021-10-03 19:00:00",12754,12754,12754,12754,1220,174,41.9,64.3,15.2,13.1067796610169,0,25,0.524271186440676
"11756",12754,"2021-10-03 20:00:00",12755,12755,12755,12755,1220,174,45.5,62,14.1,12.6133333333333,0,28,0.450476190476189
"11757",12755,"2021-10-03 21:00:00",12756,12756,12756,12756,1220,174,49.8,59.5,11.1,9.55833333333333,0,30,0.318611111111111
"11758",12756,"2021-10-03 22:00:00",12757,12757,12757,12757,1220,174,50.5,57.7,8.88,8.195,0,19,0.431315789473684
"11759",12757,"2021-10-03 23:00:00",12758,12758,12758,12758,1220,174,51.8,56.1,6.12,5.925,0,17,0.348529411764706
"11760",12758,"2021-10-04 00:00:00",12759,12759,12759,12759,1221,174,52.3,54.9,4.68,4.94666666666667,0,21,0.235555555555556
"11761",12759,"2021-10-04 01:00:00",12760,12760,12760,12760,1221,174,56,53.1,4.47,4.79833333333333,0,10,0.479833333333333
"11762",12760,"2021-10-04 02:00:00",12761,12761,12761,12761,1221,174,58.3,52,4.15,4.305,0,10,0.4305
"11763",12761,"2021-10-04 03:00:00",12762,12762,12762,12762,1221,174,57.5,51.7,3.94,4.07,0,8,0.50875
"11764",12762,"2021-10-04 04:00:00",12763,12763,12763,12763,1221,174,57.2,51.3,3.98,4.825,0,7,0.689285714285714
"11765",12763,"2021-10-04 05:00:00",12764,12764,12764,12764,1221,174,57.8,50.7,3.74,4.705,0,23,0.204565217391304
"11766",12764,"2021-10-04 06:00:00",12765,12765,12765,12765,1221,174,56.1,52.2,4.49,6.53166666666667,0,15,0.435444444444445
"11767",12765,"2021-10-04 08:00:00",12766,12766,12766,12766,1221,174,38.4,67.6,4.44,6.8,0,32,0.2125
"11768",12766,"2021-10-04 09:00:00",12767,12767,12767,12767,1221,174,30.1,77.8,4.07,5.31166666666667,0,35,0.151761904761905
"11769",12767,"2021-10-04 10:00:00",12768,12768,12768,12768,1221,174,21.6,91.5,2.81,3.95833333333333,0,21,0.188492063492063
"11770",12768,"2021-10-04 11:00:00",12769,12769,12769,12769,1221,174,18.7,93.3,2.54,3.22,0,15,0.214666666666667
"11771",12769,"2021-10-04 12:00:00",12770,12770,12770,12770,1221,174,17.5,96.5,2.47,3.54333333333333,0,10,0.354333333333333
"11772",12770,"2021-10-04 13:00:00",12771,12771,12771,12771,1221,174,16.3,97.1,2.51,3.405,0,15,0.227
"11773",12771,"2021-10-04 14:00:00",12772,12772,12772,12772,1221,174,15.2,98,2.2,3.25166666666667,0,22,0.14780303030303
"11774",12772,"2021-10-04 15:00:00",12773,12773,12773,12773,1221,174,14.7,96,1.96,2.71166666666667,0,18,0.150648148148148
"11775",12773,"2021-10-04 16:00:00",12774,12774,12774,12774,1221,174,16,91.8,2.15,3.79666666666667,0,17,0.223333333333334
"11776",12774,"2021-10-04 17:00:00",12775,12775,12775,12775,1221,174,20.7,78.9,2.48,4.245,0,29,0.146379310344828
"11777",12775,"2021-10-04 18:00:00",12776,12776,12776,12776,1221,174,23.1,73.9,3.46,6.39833333333333,0,25,0.255933333333333
"11778",12776,"2021-10-04 19:00:00",12777,12777,12777,12777,1221,174,25.4,70,3.29,6.26,0,39,0.160512820512821
